"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema AWOS","2024","3","31","10:00","1.6","1.5","1.4","99","2.9","142","2.7","-","1010.2","3.6"
"Jyväskylä lentoasema AWOS","2024","3","31","11:00","1.5","1.5","1.3","99","2.9","137","2.5","-","1010.3","3.6"
"Jyväskylä lentoasema AWOS","2024","3","31","12:00","2.1","1.9","1.5","96","2.4","139","2.1","-","1010.1","2.7"
"Jyväskylä lentoasema AWOS","2024","3","31","13:00","2.6","2.3","2","95","2.4","140","2.2","-","1009.7","2.9"
"Jyväskylä lentoasema AWOS","2024","3","31","14:00","3.2","2.9","2.5","94","2.1","142","1.6","-","1009.4","2.4"
"Jyväskylä lentoasema AWOS","2024","3","31","15:00","3.5","3.3","3.1","93","2.2","136","1.8","-","1008.8","2.9"
"Jyväskylä lentoasema AWOS","2024","3","31","16:00","3.6","3.1","2.5","92","2.7","114","2","-","1008","3.1"
"Jyväskylä lentoasema AWOS","2024","3","31","17:00","3","2.7","2.3","94","2.7","127","2.4","-","1007.6","3.3"
"Jyväskylä lentoasema AWOS","2024","3","31","18:00","3","2.6","2","94","3.1","122","2.7","-","1007","3.4"
"Jyväskylä lentoasema AWOS","2024","3","31","19:00","2","1.7","1.2","97","3.1","133","2.1","-","1006.6","3.7"
"Jyväskylä lentoasema AWOS","2024","3","31","20:00","1.8","1.3","0.9","97","1.8","129","1.3","-","1006","2"
"Jyväskylä lentoasema AWOS","2024","3","31","21:00","1.7","0.9","0.1","97","2.2","115","1.7","-","1005.4","3.3"
"Jyväskylä lentoasema AWOS","2024","3","31","22:00","1.1","0.5","-0.2","98","2.3","97","2","-","1004.5","2.9"
"Jyväskylä lentoasema AWOS","2024","3","31","23:00","1.2","0.5","-0.2","99","2.5","98","2","-","1003.3","3.5"
"Jyväskylä lentoasema AWOS","2024","4","1","00:00","2.1","1.3","0.5","98","1.6","83","1","-","1002.2","2"
"Jyväskylä lentoasema AWOS","2024","4","1","01:00","2.5","2.2","2","98","1.6","54","1.4","-","1001.2","2.4"
"Jyväskylä lentoasema AWOS","2024","4","1","02:00","2.5","2.2","1.8","98","2.7","106","2.1","-","1000.2","4"
"Jyväskylä lentoasema AWOS","2024","4","1","03:00","2.6","2.2","2","98","3.8","58","2.3","-","999.4","5.8"
"Jyväskylä lentoasema AWOS","2024","4","1","04:00","2.5","2.2","1.9","98","3.3","106","2.3","-","998.3","4"
"Jyväskylä lentoasema AWOS","2024","4","1","05:00","2.2","2","1.8","99","3.6","117","2.6","-","997.7","4.6"
"Jyväskylä lentoasema AWOS","2024","4","1","06:00","2.2","2","1.7","99","4","113","2.9","-","997.2","4.7"
"Jyväskylä lentoasema AWOS","2024","4","1","07:00","2.4","2.2","1.8","100","3.6","106","1.9","-","996.4","4.3"
"Jyväskylä lentoasema AWOS","2024","4","1","08:00","2.7","2.4","2.1","100","1.8","109","1.1","-","996.2","2.2"
"Jyväskylä lentoasema AWOS","2024","4","1","09:00","3","2.7","2.5","100","2.4","334","1.5","-","996.4","2.9"
"Jyväskylä lentoasema AWOS","2024","4","1","10:00","3.4","3.1","2.6","100","1.7","25","1.4","-","996.3","2.2"
"Jyväskylä lentoasema AWOS","2024","4","1","11:00","4.3","3.6","3.2","100","2.3","106","1.7","-","995.7","2.9"
"Jyväskylä lentoasema AWOS","2024","4","1","12:00","4.1","3.5","3","99","4","314","2.8","-","996.4","5.5"
"Jyväskylä lentoasema AWOS","2024","4","1","13:00","4.3","3.7","3.2","96","4.2","317","3.8","-","997.3","5.9"
"Jyväskylä lentoasema AWOS","2024","4","1","14:00","4.2","3.7","3.3","95","4.5","322","3.7","-","997.9","5.4"
"Jyväskylä lentoasema AWOS","2024","4","1","15:00","3.9","3.2","2.9","96","3.9","321","3","-","998.6","4.9"
"Jyväskylä lentoasema AWOS","2024","4","1","16:00","3.3","2.9","2.3","97","4.2","322","3.4","-","999.5","5.1"
"Jyväskylä lentoasema AWOS","2024","4","1","17:00","3.2","3","2.7","96","4.5","335","3.8","-","1000","5.7"
"Jyväskylä lentoasema AWOS","2024","4","1","18:00","3.1","2.8","2.4","96","5","327","4.2","-","1000.7","7.1"
"Jyväskylä lentoasema AWOS","2024","4","1","19:00","2.6","2.2","1.7","97","4.7","328","4.2","-","1001.5","7"
"Jyväskylä lentoasema AWOS","2024","4","1","20:00","1.7","1.4","1.1","95","6.6","332","5.2","-","1002.6","8.8"
"Jyväskylä lentoasema AWOS","2024","4","1","21:00","1.1","0.8","0.6","94","5.2","333","4.5","-","1003.7","7.5"
"Jyväskylä lentoasema AWOS","2024","4","1","22:00","0.6","0.5","0.3","93","5.7","338","5","-","1004.2","8.3"
"Jyväskylä lentoasema AWOS","2024","4","1","23:00","0.3","0.1","-0.2","93","6.2","339","5.1","-","1004.8","8.2"
"Jyväskylä lentoasema AWOS","2024","4","2","00:00","-0.3","-0.5","-0.6","94","5.8","347","5","-","1005.5","8.5"
"Jyväskylä lentoasema AWOS","2024","4","2","01:00","-0.5","-0.6","-0.8","91","4.6","349","3.9","-","1006.1","6.6"
"Jyväskylä lentoasema AWOS","2024","4","2","02:00","-0.8","-1","-1.2","88","4.7","1","4.2","-","1006.5","7.4"
"Jyväskylä lentoasema AWOS","2024","4","2","03:00","-1.2","-1.2","-1.2","82","5.9","8","5","-","1006.8","9.1"
"Jyväskylä lentoasema AWOS","2024","4","2","04:00","-1.1","-1.2","-1.3","85","4.9","12","4.1","-","1007.5","7.4"
"Jyväskylä lentoasema AWOS","2024","4","2","05:00","-1.3","-1.5","-1.7","88","5.6","14","4.5","-","1008.3","8.4"
"Jyväskylä lentoasema AWOS","2024","4","2","06:00","-1.5","-1.7","-1.8","85","5.1","23","4.5","-","1008.7","7.2"
"Jyväskylä lentoasema AWOS","2024","4","2","07:00","-1.5","-1.7","-1.8","84","5.9","28","4.6","-","1008.7","8.1"
"Jyväskylä lentoasema AWOS","2024","4","2","08:00","-1.1","-1.4","-1.5","80","4.5","32","4","-","1008.7","6.3"
"Jyväskylä lentoasema AWOS","2024","4","2","09:00","-0.7","-0.9","-1.2","77","5.6","43","4.6","-","1008.8","8.5"
"Jyväskylä lentoasema AWOS","2024","4","2","10:00","-0.7","-0.9","-1","77","5.7","44","5","-","1009.1","8.1"
"Jyväskylä lentoasema AWOS","2024","4","2","11:00","-0.7","-0.8","-0.9","75","6.2","45","5.1","-","1009.1","9.2"
"Jyväskylä lentoasema AWOS","2024","4","2","12:00","-0.8","-1","-1.2","75","6.2","55","5.6","-","1008.9","8.9"
"Jyväskylä lentoasema AWOS","2024","4","2","13:00","-1.1","-1.2","-1.3","75","6.5","57","5.7","-","1008.6","9.1"
"Jyväskylä lentoasema AWOS","2024","4","2","14:00","-1.3","-1.4","-1.6","75","7","41","6","-","1008.2","11"
"Jyväskylä lentoasema AWOS","2024","4","2","15:00","-1.5","-1.5","-1.7","74","6.7","46","5.9","-","1007.8","9.9"
"Jyväskylä lentoasema AWOS","2024","4","2","16:00","-1.4","-1.6","-1.7","74","6.6","44","5.7","-","1007","10"
"Jyväskylä lentoasema AWOS","2024","4","2","17:00","-1.7","-1.8","-2","73","7.4","45","6.6","-","1006.4","10.5"
"Jyväskylä lentoasema AWOS","2024","4","2","18:00","-2","-2.1","-2.3","73","7.7","52","6.7","-","1006.5","12"
"Jyväskylä lentoasema AWOS","2024","4","2","19:00","-2.3","-2.4","-2.5","73","7.5","50","6.3","-","1006.1","10.2"
"Jyväskylä lentoasema AWOS","2024","4","2","20:00","-2.4","-2.5","-2.5","72","6.6","46","5.4","-","1005.5","9.2"
"Jyväskylä lentoasema AWOS","2024","4","2","21:00","-2.4","-2.5","-2.5","72","6.1","39","5.3","-","1004.9","10.3"
"Jyväskylä lentoasema AWOS","2024","4","2","22:00","-2.5","-2.6","-2.7","71","6.2","35","5.6","-","1004","9.1"
"Jyväskylä lentoasema AWOS","2024","4","2","23:00","-2.6","-2.7","-2.8","71","6.3","33","5.5","-","1003.3","10.2"
"Jyväskylä lentoasema AWOS","2024","4","3","00:00","-2.7","-2.9","-2.9","71","7.1","30","6","-","1002.5","10.7"
"Jyväskylä lentoasema AWOS","2024","4","3","01:00","-2.9","-3","-3.1","71","6.9","28","6.2","-","1002.3","11.4"
"Jyväskylä lentoasema AWOS","2024","4","3","02:00","-3.1","-3.3","-3.5","71","6.2","30","5.6","-","1002.1","10.4"
"Jyväskylä lentoasema AWOS","2024","4","3","03:00","-3.4","-3.6","-3.8","71","6.4","27","6","-","1001.9","10.7"
"Jyväskylä lentoasema AWOS","2024","4","3","04:00","-3.7","-3.9","-4.1","72","8","23","6.5","-","1001.6","11.7"
"Jyväskylä lentoasema AWOS","2024","4","3","05:00","-4.1","-4.1","-4.2","72","8","23","6.7","-","1001.1","11.2"
"Jyväskylä lentoasema AWOS","2024","4","3","06:00","-4","-4.1","-4.2","72","8.1","20","6.6","-","1001","11.9"
"Jyväskylä lentoasema AWOS","2024","4","3","07:00","-3.9","-4","-4.1","71","6.9","12","6.3","-","1000.8","10.7"
"Jyväskylä lentoasema AWOS","2024","4","3","08:00","-3.4","-3.7","-3.9","71","7.3","18","6","-","1000.7","10.8"
"Jyväskylä lentoasema AWOS","2024","4","3","09:00","-3.1","-3.4","-3.6","69","7.3","7","6.6","-","1000.8","10.7"
"Jyväskylä lentoasema AWOS","2024","4","3","10:00","-3.2","-3.3","-3.4","68","7.7","3","6.8","-","1000.9","11.5"
"Jyväskylä lentoasema AWOS","2024","4","3","11:00","-3.3","-3.5","-3.7","69","7.8","4","7.2","-","1001.3","12.2"
"Jyväskylä lentoasema AWOS","2024","4","3","12:00","-3.2","-3.5","-3.8","68","8.1","3","7","-","1001.7","12.2"
"Jyväskylä lentoasema AWOS","2024","4","3","13:00","-2.5","-2.8","-3.2","61","8.1","5","7.4","-","1002","12.2"
"Jyväskylä lentoasema AWOS","2024","4","3","14:00","-2.3","-2.5","-2.6","57","8.1","6","6.8","-","1002.6","12.1"
"Jyväskylä lentoasema AWOS","2024","4","3","15:00","-2.5","-2.7","-3.1","59","8.1","10","7.2","-","1003.5","13.6"
"Jyväskylä lentoasema AWOS","2024","4","3","16:00","-3","-3.1","-3.2","63","7.7","13","6.7","-","1004.3","13"
"Jyväskylä lentoasema AWOS","2024","4","3","17:00","-2.8","-2.9","-3","57","7.4","19","6","-","1005.1","11.3"
"Jyväskylä lentoasema AWOS","2024","4","3","18:00","-2.8","-2.9","-3","56","7.2","10","5.6","-","1006","11.7"
"Jyväskylä lentoasema AWOS","2024","4","3","19:00","-3","-3.3","-3.7","57","8.3","10","7.3","-","1007.1","12.7"
"Jyväskylä lentoasema AWOS","2024","4","3","20:00","-3.6","-3.9","-4.2","57","7.9","9","6.9","-","1008","12.6"
"Jyväskylä lentoasema AWOS","2024","4","3","21:00","-4.2","-4.5","-4.7","53","8.1","14","6.5","-","1008.7","11.6"
"Jyväskylä lentoasema AWOS","2024","4","3","22:00","-4.7","-5.4","-6.2","55","8","359","6.6","-","1009.4","11.5"
"Jyväskylä lentoasema AWOS","2024","4","3","23:00","-6.2","-6.6","-7","54","5.7","355","4.8","-","1010.4","8.4"
"Jyväskylä lentoasema AWOS","2024","4","4","00:00","-7","-7.4","-7.7","55","4.9","352","4.1","-","1011.1","6.5"
"Jyväskylä lentoasema AWOS","2024","4","4","01:00","-7.7","-8.2","-8.7","58","4.3","348","3.9","-","1011.9","6.3"
"Jyväskylä lentoasema AWOS","2024","4","4","02:00","-8.7","-9","-9.5","61","4.2","346","3.8","-","1012.6","6.2"
"Jyväskylä lentoasema AWOS","2024","4","4","03:00","-9.3","-9.5","-9.7","63","3.6","344","3.3","-","1013.4","5.3"
"Jyväskylä lentoasema AWOS","2024","4","4","04:00","-9.5","-9.8","-10.1","65","3.6","344","3.1","-","1014.2","5.1"
"Jyväskylä lentoasema AWOS","2024","4","4","05:00","-9.4","-9.8","-10.1","65","3.7","343","3.5","-","1014.8","5.4"
"Jyväskylä lentoasema AWOS","2024","4","4","06:00","-7.8","-8.7","-9.4","60","4.5","346","3.9","-","1015.6","6.3"
"Jyväskylä lentoasema AWOS","2024","4","4","07:00","-6.2","-7","-7.9","52","4.4","353","3.9","-","1016.1","6.7"
"Jyväskylä lentoasema AWOS","2024","4","4","08:00","-4.8","-5.5","-6.2","43","5.9","6","5.1","-","1016.7","9.9"
"Jyväskylä lentoasema AWOS","2024","4","4","09:00","-4","-4.4","-5.1","36","6.2","3","5.5","-","1017.4","9"
"Jyväskylä lentoasema AWOS","2024","4","4","10:00","-3.3","-3.8","-4.4","33","5","358","4.4","-","1017.8","7"
"Jyväskylä lentoasema AWOS","2024","4","4","11:00","-2.8","-3.3","-3.7","31","4.3","17","3.8","-","1018.3","6.1"
"Jyväskylä lentoasema AWOS","2024","4","4","12:00","-2.3","-2.8","-3.4","31","4.6","19","3.5","-","1018.5","6.6"
"Jyväskylä lentoasema AWOS","2024","4","4","13:00","-2.1","-2.4","-2.7","31","4.1","34","3.3","-","1018.8","6.3"
"Jyväskylä lentoasema AWOS","2024","4","4","14:00","-1.8","-2.1","-2.3","28","3.7","11","3.1","-","1019","6.7"
"Jyväskylä lentoasema AWOS","2024","4","4","15:00","-1.7","-1.9","-2.1","28","3.7","352","2.8","-","1019.3","5.8"
"Jyväskylä lentoasema AWOS","2024","4","4","16:00","-1.8","-2.1","-2.3","28","3.4","3","2.8","-","1019.5","4.9"
"Jyväskylä lentoasema AWOS","2024","4","4","17:00","-2.3","-2.7","-3.3","31","3.3","48","2.6","-","1019.8","4.4"
"Jyväskylä lentoasema AWOS","2024","4","4","18:00","-3.2","-3.7","-4.4","34","2.7","45","1.9","-","1020.2","3.4"
"Jyväskylä lentoasema AWOS","2024","4","4","19:00","-4.3","-5.6","-6.6","46","1.4","344","0.9","-","1020.7","1.5"
"Jyväskylä lentoasema AWOS","2024","4","4","20:00","-6.8","-7.4","-8","57","0.9","317","0.7","-","1021.2","1"
"Jyväskylä lentoasema AWOS","2024","4","4","21:00","-7.4","-8.1","-8.7","58","0.9","284","0.5","-","1021.4","1"
"Jyväskylä lentoasema AWOS","2024","4","4","22:00","-8.4","-9.4","-10.5","62","1.3","274","0.7","-","1021.8","1.5"
"Jyväskylä lentoasema AWOS","2024","4","4","23:00","-9.5","-10.2","-11.7","66","1.1","298","0.6","-","1022.1","1.3"
"Jyväskylä lentoasema AWOS","2024","4","5","00:00","-10.8","-11.3","-11.7","69","1.2","298","0.8","-","1022.2","1.4"
"Jyväskylä lentoasema AWOS","2024","4","5","01:00","-10.6","-11","-11.6","70","1.2","282","0.6","-","1022.2","1.5"
"Jyväskylä lentoasema AWOS","2024","4","5","02:00","-10","-10.7","-11.6","70","1.3","328","1","-","1022","1.7"
"Jyväskylä lentoasema AWOS","2024","4","5","03:00","-9.6","-9.8","-10.2","74","1","334","0.6","-","1021.6","1.2"
"Jyväskylä lentoasema AWOS","2024","4","5","04:00","-8.9","-9.4","-9.7","69","0.8","89","0.5","-","1021.3","1.3"
"Jyväskylä lentoasema AWOS","2024","4","5","05:00","-6.8","-8","-9","60","2.2","129","1.4","-","1021","3"
"Jyväskylä lentoasema AWOS","2024","4","5","06:00","-5.6","-6.2","-6.8","51","5","118","3.7","-","1020.5","6.7"
"Jyväskylä lentoasema AWOS","2024","4","5","07:00","-4.4","-5","-5.6","52","6.4","122","5.5","-","1020.2","8.4"
"Jyväskylä lentoasema AWOS","2024","4","5","08:00","-3.6","-4","-4.5","52","9.1","127","7.4","-","1019.5","12.4"
"Jyväskylä lentoasema AWOS","2024","4","5","09:00","-2.9","-3.3","-3.6","46","9.1","124","8.2","-","1018.7","12.4"
"Jyväskylä lentoasema AWOS","2024","4","5","10:00","-2.6","-2.8","-3.1","45","10.2","127","8.9","-","1017.9","13.2"
"Jyväskylä lentoasema AWOS","2024","4","5","11:00","-2.5","-2.8","-2.9","47","10","123","8.5","-","1017.2","12.4"
"Jyväskylä lentoasema AWOS","2024","4","5","12:00","-2.4","-2.7","-3","51","9.5","121","8.3","-","1016.5","12.4"
"Jyväskylä lentoasema AWOS","2024","4","5","13:00","-2.4","-2.6","-2.8","51","9.7","119","8.3","-","1015.5","13.6"
"Jyväskylä lentoasema AWOS","2024","4","5","14:00","-2.3","-2.5","-2.8","53","9.8","117","8.1","-","1014.6","13"
"Jyväskylä lentoasema AWOS","2024","4","5","15:00","-2.7","-3.3","-3.6","68","8.4","122","7.6","-","1014.3","11.3"
"Jyväskylä lentoasema AWOS","2024","4","5","16:00","-3.5","-3.8","-4.1","76","7.9","122","7.2","-","1014.1","10.3"
"Jyväskylä lentoasema AWOS","2024","4","5","17:00","-4","-4.1","-4.1","80","7.6","111","5.4","-","1013.7","9.4"
"Jyväskylä lentoasema AWOS","2024","4","5","18:00","-4.1","-4.1","-4.2","80","6.1","108","5.1","-","1012.8","8.8"
"Jyväskylä lentoasema AWOS","2024","4","5","19:00","-4.1","-4.2","-4.3","82","4.7","101","4.3","-","1012.2","7.3"
"Jyväskylä lentoasema AWOS","2024","4","5","20:00","-4.3","-4.3","-4.3","83","4.7","104","4","-","1011.6","7.1"
"Jyväskylä lentoasema AWOS","2024","4","5","21:00","-4.3","-4.4","-4.5","85","4.4","109","3.9","-","1010.7","6.2"
"Jyväskylä lentoasema AWOS","2024","4","5","22:00","-4.4","-4.4","-4.5","86","4.4","110","3","-","1010","5.9"
"Jyväskylä lentoasema AWOS","2024","4","5","23:00","-4.3","-4.3","-4.4","87","2.5","97","1.9","-","1009.6","3.9"
"Jyväskylä lentoasema AWOS","2024","4","6","00:00","-4.2","-4.3","-4.3","87","1.9","74","1.5","-","1009.2","2.4"
"Jyväskylä lentoasema AWOS","2024","4","6","01:00","-4.2","-4.2","-4.3","88","1.6","62","1.3","-","1009","2"
"Jyväskylä lentoasema AWOS","2024","4","6","02:00","-4.2","-4.2","-4.3","90","1.4","60","1.2","-","1008.6","1.9"
"Jyväskylä lentoasema AWOS","2024","4","6","03:00","-4.3","-4.3","-4.4","94","1","51","0.7","-","1008.4","1.4"
"Jyväskylä lentoasema AWOS","2024","4","6","04:00","-4.2","-4.3","-4.4","97","0.8","335","0.7","-","1008.4","1.1"
"Jyväskylä lentoasema AWOS","2024","4","6","05:00","-4","-4.1","-4.3","98","1.3","322","0.8","-","1008.3","1.6"
"Jyväskylä lentoasema AWOS","2024","4","6","06:00","-3.7","-3.9","-4.1","96","2.4","321","1.9","-","1008.3","3.1"
"Jyväskylä lentoasema AWOS","2024","4","6","07:00","-2.8","-3.3","-3.8","88","4","322","3.1","-","1008.6","5.3"
"Jyväskylä lentoasema AWOS","2024","4","6","08:00","-2.3","-2.6","-2.8","81","3.7","327","3.2","-","1009","4.9"
"Jyväskylä lentoasema AWOS","2024","4","6","09:00","-2.1","-2.2","-2.4","79","3.6","328","3.3","-","1009.6","5.3"
"Jyväskylä lentoasema AWOS","2024","4","6","10:00","-1.8","-2","-2.2","76","4.6","313","3.9","-","1010.1","6.4"
"Jyväskylä lentoasema AWOS","2024","4","6","11:00","-1.5","-1.7","-1.9","71","4.7","317","4.2","-","1010.5","6.6"
"Jyväskylä lentoasema AWOS","2024","4","6","12:00","-1","-1.4","-1.7","69","4.9","303","4.3","-","1010.9","6.7"
"Jyväskylä lentoasema AWOS","2024","4","6","13:00","-0.4","-0.9","-1.4","65","4.6","321","3.6","-","1011.5","7.1"
"Jyväskylä lentoasema AWOS","2024","4","6","14:00","0","-0.3","-0.7","61","4.2","334","3.7","-","1012","6.5"
"Jyväskylä lentoasema AWOS","2024","4","6","15:00","0.3","0","-0.3","58","4.7","325","4","-","1012.4","6.6"
"Jyväskylä lentoasema AWOS","2024","4","6","16:00","0.2","0","-0.4","57","3.8","322","2.8","-","1012.7","6.1"
"Jyväskylä lentoasema AWOS","2024","4","6","17:00","0","-0.4","-1","59","3.1","345","2.3","-","1013.2","3.8"
"Jyväskylä lentoasema AWOS","2024","4","6","18:00","-0.8","-2.3","-3.4","68","1.7","316","1.2","-","1013.9","1.9"
"Jyväskylä lentoasema AWOS","2024","4","6","19:00","-3.1","-3.9","-4.7","74","0.9","227","0.3","-","1014.5","1"
"Jyväskylä lentoasema AWOS","2024","4","6","20:00","-4.8","-5.3","-5.9","85","0.6","169","0.4","-","1014.9","0.7"
"Jyväskylä lentoasema AWOS","2024","4","6","21:00","-5.7","-6.5","-6.9","89","0.4","353","0.3","-","1014.9","0.6"
"Jyväskylä lentoasema AWOS","2024","4","6","22:00","-6.9","-7.5","-8","88","0.6","191","0.4","-","1015.2","0.8"
"Jyväskylä lentoasema AWOS","2024","4","6","23:00","-7.7","-8.4","-8.8","92","0.7","325","0.4","-","1015.6","0.8"
"Jyväskylä lentoasema AWOS","2024","4","7","00:00","-8.5","-8.8","-9.1","90","0.9","278","0.6","-","1015.6","1.1"
"Jyväskylä lentoasema AWOS","2024","4","7","01:00","-8.7","-9.3","-9.6","91","1.4","125","0.7","-","1015.8","1.7"
"Jyväskylä lentoasema AWOS","2024","4","7","02:00","-7.8","-8.4","-9","89","1.6","119","0.9","-","1015.5","1.7"
"Jyväskylä lentoasema AWOS","2024","4","7","03:00","-6.6","-7.7","-8.5","89","3.1","163","1.9","-","1015.2","4.2"
"Jyväskylä lentoasema AWOS","2024","4","7","04:00","-5.2","-5.7","-6.3","87","2.9","163","2.5","-","1014.3","3.8"
"Jyväskylä lentoasema AWOS","2024","4","7","05:00","-3.2","-4.3","-5.3","86","3.9","150","3.1","-","1013.8","5.1"
"Jyväskylä lentoasema AWOS","2024","4","7","06:00","-2.1","-2.5","-3.2","83","3.9","155","3.6","-","1012.7","5.2"
"Jyväskylä lentoasema AWOS","2024","4","7","07:00","-1.6","-1.9","-2.1","86","5.3","157","4.8","-","1011.1","7.6"
"Jyväskylä lentoasema AWOS","2024","4","7","08:00","-1","-1.3","-1.6","90","7.4","160","6.1","-","1009.4","10.1"
"Jyväskylä lentoasema AWOS","2024","4","7","09:00","-0.2","-0.5","-1.1","94","6.7","168","5.5","-","1008.5","9.7"
"Jyväskylä lentoasema AWOS","2024","4","7","10:00","0.1","0","-0.2","95","6.5","172","5.9","-","1007.3","10.8"
"Jyväskylä lentoasema AWOS","2024","4","7","11:00","0.4","0.3","0.1","94","7","176","6.4","-","1006.3","10.5"
"Jyväskylä lentoasema AWOS","2024","4","7","12:00","0.5","0.4","0.4","95","6","169","5","-","1005.5","8.4"
"Jyväskylä lentoasema AWOS","2024","4","7","13:00","1","0.7","0.5","96","5.2","170","4.6","-","1004.1","8"
"Jyväskylä lentoasema AWOS","2024","4","7","14:00","1.9","1.5","1","96","4.9","166","4.3","-","1002.8","7"
"Jyväskylä lentoasema AWOS","2024","4","7","15:00","2.5","2.1","1.9","96","4.5","162","3.7","-","1001.4","7.5"
"Jyväskylä lentoasema AWOS","2024","4","7","16:00","2.9","2.5","2.2","97","4.7","170","3.7","-","1000.1","7.6"
"Jyväskylä lentoasema AWOS","2024","4","7","17:00","4","3.6","2.9","96","4.8","196","4.4","-","999.6","9.3"
"Jyväskylä lentoasema AWOS","2024","4","7","18:00","4.6","4.4","4","96","5.1","207","4.4","-","999.5","8.7"
"Jyväskylä lentoasema AWOS","2024","4","7","19:00","5.3","4.9","4.5","96","5.5","217","4.7","-","999.7","8.8"
"Jyväskylä lentoasema AWOS","2024","4","7","20:00","6.6","5.9","5.2","94","6.2","224","5.3","-","999.4","11.2"
"Jyväskylä lentoasema AWOS","2024","4","7","21:00","6.8","6.5","6.3","92","6.1","232","5.4","-","999.4","10.3"
"Jyväskylä lentoasema AWOS","2024","4","7","22:00","6.8","6.6","6.4","90","7","240","6.3","-","999.5","11"
"Jyväskylä lentoasema AWOS","2024","4","7","23:00","6.6","6.2","5.8","89","6","244","5.5","-","999.6","9.8"
"Jyväskylä lentoasema AWOS","2024","4","8","00:00","6.1","5.8","5.4","89","5.9","245","5.2","-","999.9","10.5"
