"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Lappeenranta Lepola","2024","4","3","20:00","-3.7","-3.5","-3.8","63","-","-","-","-","0","1002.2"
"Lappeenranta Lepola","2024","4","3","21:00","-4.1","-3.8","-4.3","63","-","-","-","-","0","1003.2"
"Lappeenranta Lepola","2024","4","3","22:00","-4.5","-4.3","-4.8","65","-","-","-","-","0","1004.2"
"Lappeenranta Lepola","2024","4","3","23:00","-5","-4.8","-5.2","63","-","-","-","-","0","1005.2"
"Lappeenranta Lepola","2024","4","4","00:00","-5.4","-5.2","-5.8","60","-","-","-","-","0","1006.2"
"Lappeenranta Lepola","2024","4","4","01:00","-6.1","-5.8","-6.4","61","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","4","4","02:00","-6.7","-6.4","-6.9","65","-","-","-","-","0","1008.3"
"Lappeenranta Lepola","2024","4","4","03:00","-7.2","-6.9","-7.6","66","-","-","-","-","0","1009.4"
"Lappeenranta Lepola","2024","4","4","04:00","-7.8","-7.6","-7.9","68","-","-","-","-","0","1010.4"
"Lappeenranta Lepola","2024","4","4","05:00","-7.8","-7.7","-7.9","67","-","-","-","-","0","1011.3"
"Lappeenranta Lepola","2024","4","4","06:00","-7.5","-7.4","-7.7","65","-","-","-","-","0","1012.3"
"Lappeenranta Lepola","2024","4","4","07:00","-6.9","-6.4","-7.4","63","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","4","4","08:00","-5.9","-5.4","-6.5","62","-","-","-","-","0","1013.8"
"Lappeenranta Lepola","2024","4","4","09:00","-5.1","-4.7","-5.5","59","-","-","-","-","0","1014.6"
"Lappeenranta Lepola","2024","4","4","10:00","-4.4","-3.8","-4.9","55","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","4","4","11:00","-3.6","-3.3","-4.1","50","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","4","4","12:00","-2.9","-2.5","-3.3","42","-","-","-","-","0","1016.8"
"Lappeenranta Lepola","2024","4","4","13:00","-2.4","-2.2","-2.7","37","-","-","-","-","0","1017.4"
"Lappeenranta Lepola","2024","4","4","14:00","-2.2","-2.1","-2.3","35","-","-","-","-","0","1017.8"
"Lappeenranta Lepola","2024","4","4","15:00","-2.1","-2","-2.3","34","-","-","-","-","0","1018.3"
"Lappeenranta Lepola","2024","4","4","16:00","-2.3","-2.1","-2.6","36","-","-","-","-","0","1018.7"
"Lappeenranta Lepola","2024","4","4","17:00","-2.8","-2.5","-3.2","38","-","-","-","-","0","1019.4"
"Lappeenranta Lepola","2024","4","4","18:00","-3.5","-3.2","-3.7","40","-","-","-","-","0","1019.8"
"Lappeenranta Lepola","2024","4","4","19:00","-3.9","-3.6","-4.1","43","-","-","-","-","0","1020.4"
"Lappeenranta Lepola","2024","4","4","20:00","-4.4","-4.1","-4.8","42","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","4","4","21:00","-5","-4.8","-5.2","40","-","-","-","-","0","1021.1"
"Lappeenranta Lepola","2024","4","4","22:00","-5.5","-5.2","-5.8","43","-","-","-","-","0","1021.4"
"Lappeenranta Lepola","2024","4","4","23:00","-5.8","-5.6","-6.1","46","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","4","5","00:00","-6.5","-6.1","-7","49","-","-","-","-","0","1022"
"Lappeenranta Lepola","2024","4","5","01:00","-7.2","-7.1","-7.5","57","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","4","5","02:00","-7.3","-7.2","-7.5","64","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","4","5","03:00","-7.7","-7.3","-7.8","74","-","-","-","-","0","1022"
"Lappeenranta Lepola","2024","4","5","04:00","-7.5","-7.5","-7.6","80","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","4","5","05:00","-6.6","-5.5","-7.5","77","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","4","5","06:00","-4.8","-4","-5.5","68","-","-","-","-","0","1021.3"
"Lappeenranta Lepola","2024","4","5","07:00","-3.8","-3.4","-4.2","70","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","4","5","08:00","-3.1","-2.8","-3.4","66","-","-","-","-","0","1020.3"
"Lappeenranta Lepola","2024","4","5","09:00","-2.9","-2.4","-3.2","65","-","-","-","-","0","1019.9"
"Lappeenranta Lepola","2024","4","5","10:00","-2.3","-1.9","-2.6","64","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","4","5","11:00","-2.2","-2","-2.4","63","-","-","-","-","0","1017.9"
"Lappeenranta Lepola","2024","4","5","12:00","-2.1","-1.9","-2.3","64","-","-","-","-","0","1017.3"
"Lappeenranta Lepola","2024","4","5","13:00","-2.5","-2.3","-2.7","71","-","-","-","-","0","1016.2"
"Lappeenranta Lepola","2024","4","5","14:00","-2.7","-2.5","-2.8","74","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","4","5","15:00","-3.4","-2.8","-3.6","86","-","-","-","-","0.7","1014.2"
"Lappeenranta Lepola","2024","4","5","16:00","-3.5","-3.4","-3.5","91","-","-","-","-","0.6","1013.6"
"Lappeenranta Lepola","2024","4","5","17:00","-3.4","-3.4","-3.5","91","-","-","-","-","0.4","1013"
"Lappeenranta Lepola","2024","4","5","18:00","-3.4","-3.3","-3.4","93","-","-","-","-","1.1","1012.1"
"Lappeenranta Lepola","2024","4","5","19:00","-3.2","-3","-3.3","93","-","-","-","-","0.3","1011.1"
"Lappeenranta Lepola","2024","4","5","20:00","-2.8","-2.6","-3","93","-","-","-","-","0","1010.1"
"Lappeenranta Lepola","2024","4","5","21:00","-2.5","-2.4","-2.6","93","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","4","5","22:00","-2.2","-2.1","-2.4","93","-","-","-","-","0","1008.5"
"Lappeenranta Lepola","2024","4","5","23:00","-2","-2","-2.1","93","-","-","-","-","0","1007.8"
"Lappeenranta Lepola","2024","4","6","00:00","-1.9","-1.8","-2","94","-","-","-","-","0","1007.4"
"Lappeenranta Lepola","2024","4","6","01:00","-1.8","-1.7","-1.8","95","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","4","6","02:00","-1.7","-1.6","-1.8","96","-","-","-","-","0","1006.8"
"Lappeenranta Lepola","2024","4","6","03:00","-1.6","-1.5","-1.6","96","-","-","-","-","0","1006.8"
"Lappeenranta Lepola","2024","4","6","04:00","-1.4","-1.3","-1.6","97","-","-","-","-","0","1006.7"
"Lappeenranta Lepola","2024","4","6","05:00","-1.3","-1.2","-1.3","98","-","-","-","-","0","1006.9"
"Lappeenranta Lepola","2024","4","6","06:00","-1.1","-0.8","-1.2","98","-","-","-","-","0","1007.1"
"Lappeenranta Lepola","2024","4","6","07:00","-0.6","-0.3","-0.8","95","-","-","-","-","0","1007.3"
"Lappeenranta Lepola","2024","4","6","08:00","-0.1","0.2","-0.3","89","-","-","-","-","0","1007.8"
"Lappeenranta Lepola","2024","4","6","09:00","0.4","0.7","0.1","86","-","-","-","-","0","1008"
"Lappeenranta Lepola","2024","4","6","10:00","0.9","1.2","0.4","84","-","-","-","-","0","1008.4"
"Lappeenranta Lepola","2024","4","6","11:00","1.2","1.6","0.9","81","-","-","-","-","0","1008.8"
"Lappeenranta Lepola","2024","4","6","12:00","1.6","1.7","1.4","78","-","-","-","-","0","1009.3"
"Lappeenranta Lepola","2024","4","6","13:00","1.6","1.7","1.5","77","-","-","-","-","0","1009.9"
"Lappeenranta Lepola","2024","4","6","14:00","1.7","1.8","1.5","73","-","-","-","-","0","1010.6"
"Lappeenranta Lepola","2024","4","6","15:00","1.5","1.7","1.3","73","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","4","6","16:00","1","1.3","0.8","73","-","-","-","-","0","1011.9"
"Lappeenranta Lepola","2024","4","6","17:00","0.6","0.8","0.4","73","-","-","-","-","0","1012.6"
"Lappeenranta Lepola","2024","4","6","18:00","0.2","0.4","0","73","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","4","6","19:00","-0.2","0","-0.4","73","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","4","6","20:00","-0.6","-0.4","-0.8","73","-","-","-","-","0","1014.9"
"Lappeenranta Lepola","2024","4","6","21:00","-1.2","-0.8","-1.6","73","-","-","-","-","0","1015.2"
"Lappeenranta Lepola","2024","4","6","22:00","-2.2","-1.6","-2.8","78","-","-","-","-","0","1015.2"
"Lappeenranta Lepola","2024","4","6","23:00","-3.1","-2.9","-3.3","83","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","4","7","00:00","-3.6","-3.3","-4","84","-","-","-","-","0","1016.2"
"Lappeenranta Lepola","2024","4","7","01:00","-4.1","-4","-4.3","87","-","-","-","-","0","1016.7"
"Lappeenranta Lepola","2024","4","7","02:00","-4","-3.9","-4.3","88","-","-","-","-","0","1017"
"Lappeenranta Lepola","2024","4","7","03:00","-4","-3.8","-4.1","88","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","4","7","04:00","-4","-3.6","-4.2","88","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","4","7","05:00","-3","-2.5","-3.6","85","-","-","-","-","0","1017.1"
"Lappeenranta Lepola","2024","4","7","06:00","-1.6","-0.7","-2.5","80","-","-","-","-","0","1016.9"
"Lappeenranta Lepola","2024","4","7","07:00","-0.3","0.4","-0.8","76","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","4","7","08:00","0.7","1.1","0.2","74","-","-","-","-","0","1014.9"
"Lappeenranta Lepola","2024","4","7","09:00","1.1","1.2","0.9","80","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","4","7","10:00","1.2","1.2","1","85","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","4","7","11:00","1","1.1","0.9","89","-","-","-","-","0","1012.4"
"Lappeenranta Lepola","2024","4","7","12:00","1.2","1.3","1.1","88","-","-","-","-","0","1011.7"
"Lappeenranta Lepola","2024","4","7","13:00","1.7","2.1","1.3","87","-","-","-","-","0","1010.5"
"Lappeenranta Lepola","2024","4","7","14:00","2.4","2.7","2.1","88","-","-","-","-","0","1008.8"
"Lappeenranta Lepola","2024","4","7","15:00","3.1","3.6","2.7","91","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","4","7","16:00","4.1","4.7","3.5","90","-","-","-","-","0","1005.7"
"Lappeenranta Lepola","2024","4","7","17:00","5","5.6","4.5","89","-","-","-","-","0","1004.7"
"Lappeenranta Lepola","2024","4","7","18:00","6.1","6.8","5.3","89","-","-","-","-","0","1003.8"
"Lappeenranta Lepola","2024","4","7","19:00","7.3","7.6","6.9","87","-","-","-","-","0","1003.9"
"Lappeenranta Lepola","2024","4","7","20:00","6.9","7.1","6.7","90","-","-","-","-","0","1004.4"
"Lappeenranta Lepola","2024","4","7","21:00","6.5","6.9","6.2","91","-","-","-","-","0","1004.8"
"Lappeenranta Lepola","2024","4","7","22:00","6.1","6.3","6","93","-","-","-","-","0","1005.1"
"Lappeenranta Lepola","2024","4","7","23:00","6","6.3","5.7","92","-","-","-","-","0","1005.1"
"Lappeenranta Lepola","2024","4","8","00:00","5.5","5.8","4.9","93","-","-","-","-","0","1005.1"
"Lappeenranta Lepola","2024","4","8","01:00","4.9","5.2","4.8","94","-","-","-","-","0","1005.1"
"Lappeenranta Lepola","2024","4","8","02:00","4.6","5.1","4.3","93","-","-","-","-","0","1005.3"
"Lappeenranta Lepola","2024","4","8","03:00","4","4.3","3.5","94","-","-","-","-","0","1005.8"
"Lappeenranta Lepola","2024","4","8","04:00","3.4","3.6","3.1","96","-","-","-","-","0","1006"
"Lappeenranta Lepola","2024","4","8","05:00","3.9","4.6","3.4","93","-","-","-","-","0","1006.6"
"Lappeenranta Lepola","2024","4","8","06:00","5.4","6.3","4.5","86","-","-","-","-","0","1007.3"
"Lappeenranta Lepola","2024","4","8","07:00","6.9","7.5","6.4","79","-","-","-","-","0","1007.9"
"Lappeenranta Lepola","2024","4","8","08:00","8.2","8.9","7.4","74","-","-","-","-","0","1008.4"
"Lappeenranta Lepola","2024","4","8","09:00","9.5","10.5","8.8","69","-","-","-","-","0","1008.9"
"Lappeenranta Lepola","2024","4","8","10:00","11","11.6","10.4","64","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","4","8","11:00","12","12.5","11.6","59","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","4","8","12:00","12.9","13.6","12.2","56","-","-","-","-","0","1009"
"Lappeenranta Lepola","2024","4","8","13:00","12.5","13","12.1","58","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","4","8","14:00","11.8","12.1","11.7","61","-","-","-","-","0","1009"
"Lappeenranta Lepola","2024","4","8","15:00","12.2","12.4","12","60","-","-","-","-","0","1009.2"
"Lappeenranta Lepola","2024","4","8","16:00","11.9","12.4","11.3","59","-","-","-","-","0","1009.2"
"Lappeenranta Lepola","2024","4","8","17:00","10.9","11.3","9.9","63","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","4","8","18:00","8.6","9.8","7.9","73","-","-","-","-","0","1009.2"
"Lappeenranta Lepola","2024","4","8","19:00","7.5","7.9","7.2","83","-","-","-","-","0","1009.5"
"Lappeenranta Lepola","2024","4","8","20:00","6.9","7.3","6.6","88","-","-","-","-","0","1009.9"
"Lappeenranta Lepola","2024","4","8","21:00","6.1","6.6","5.6","92","-","-","-","-","0","1010.2"
"Lappeenranta Lepola","2024","4","8","22:00","5.5","5.7","5.4","95","-","-","-","-","0","1010.7"
"Lappeenranta Lepola","2024","4","8","23:00","5.5","5.6","5.4","96","-","-","-","-","0","1010.8"
"Lappeenranta Lepola","2024","4","9","00:00","5.7","5.8","5.5","96","-","-","-","-","0","1011"
"Lappeenranta Lepola","2024","4","9","01:00","5.6","5.8","5.4","97","-","-","-","-","0","1011.5"
"Lappeenranta Lepola","2024","4","9","02:00","5.3","5.5","5.2","98","-","-","-","-","0","1011.6"
"Lappeenranta Lepola","2024","4","9","03:00","5","5.2","4.9","99","-","-","-","-","0","1011.9"
"Lappeenranta Lepola","2024","4","9","04:00","4.6","4.9","4.3","99","-","-","-","-","0","1012.1"
"Lappeenranta Lepola","2024","4","9","05:00","4.4","4.5","4.3","99","-","-","-","-","0","1012.5"
"Lappeenranta Lepola","2024","4","9","06:00","4.5","4.6","4.4","99","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","4","9","07:00","4.6","5","4.5","99","-","-","-","-","0","1013.1"
"Lappeenranta Lepola","2024","4","9","08:00","5.2","5.5","4.8","99","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","4","9","09:00","6","6.9","5.4","97","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","4","9","10:00","8.4","10.1","7","84","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","9","11:00","9.7","10.5","9.1","78","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","9","12:00","10.9","11.2","10.5","74","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","9","13:00","11.7","12.5","10.9","71","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","4","9","14:00","11.6","11.9","11.3","71","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","9","15:00","12","12.3","11.6","69","-","-","-","-","0","1013.6"
"Lappeenranta Lepola","2024","4","9","16:00","12.4","12.7","11.9","66","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","9","17:00","11.6","12.1","10.9","69","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","4","9","18:00","9.7","10.9","8.5","78","-","-","-","-","0","1014.5"
"Lappeenranta Lepola","2024","4","9","19:00","8","8.8","7.6","84","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","4","9","20:00","6.8","7.9","6","90","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","4","9","21:00","5.8","6.3","4.9","95","-","-","-","-","0","1015.7"
"Lappeenranta Lepola","2024","4","9","22:00","4.8","5.1","4.5","98","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","4","9","23:00","4.8","5.2","4.4","99","-","-","-","-","0","1015.7"
"Lappeenranta Lepola","2024","4","10","00:00","4.5","4.9","4","99","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","4","10","01:00","3.7","4.2","3.1","99","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","4","10","02:00","3.2","3.4","2.8","99","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","4","10","03:00","2.8","3","2.7","99","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","4","10","04:00","2.9","3","2.7","99","-","-","-","-","0","1015"
"Lappeenranta Lepola","2024","4","10","05:00","3.1","3.4","2.8","99","-","-","-","-","0","1014.8"
"Lappeenranta Lepola","2024","4","10","06:00","4","4.5","3.4","99","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","4","10","07:00","5.5","6.1","4.5","95","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","4","10","08:00","7.2","8.3","6.1","89","-","-","-","-","0","1012.7"
"Lappeenranta Lepola","2024","4","10","09:00","9.5","10.8","8.3","83","-","-","-","-","0","1011.5"
"Lappeenranta Lepola","2024","4","10","10:00","12.8","14.3","10.8","75","-","-","-","-","0","1010.2"
"Lappeenranta Lepola","2024","4","10","11:00","15.7","16.7","14.4","69","-","-","-","-","0","1008.9"
"Lappeenranta Lepola","2024","4","10","12:00","17.3","17.9","16.7","67","-","-","-","-","0","1008.1"
"Lappeenranta Lepola","2024","4","10","13:00","17.9","18.4","17.5","66","-","-","-","-","0","1007.5"
"Lappeenranta Lepola","2024","4","10","14:00","17.4","17.9","16.5","68","-","-","-","-","0","1007.1"
"Lappeenranta Lepola","2024","4","10","15:00","16","16.5","15.4","64","-","-","-","-","0","1006.9"
"Lappeenranta Lepola","2024","4","10","16:00","14.1","15.4","12.9","55","-","-","-","-","0","1007.4"
"Lappeenranta Lepola","2024","4","10","17:00","11.9","12.9","11","55","-","-","-","-","0","1007.9"
"Lappeenranta Lepola","2024","4","10","18:00","10.7","11.1","10.1","60","-","-","-","-","0","1007.6"
"Lappeenranta Lepola","2024","4","10","19:00","9.7","10.1","9.3","67","-","-","-","-","0","1007.9"
"Lappeenranta Lepola","2024","4","10","20:00","9.1","9.3","8.8","67","-","-","-","-","0","1007.5"
"Lappeenranta Lepola","2024","4","10","21:00","8.1","8.7","7.6","70","-","-","-","-","0","1007.2"
"Lappeenranta Lepola","2024","4","10","22:00","7.1","7.7","6.8","76","-","-","-","-","0","1007.1"
"Lappeenranta Lepola","2024","4","10","23:00","6.6","6.8","6.4","77","-","-","-","-","0","1006.9"
"Lappeenranta Lepola","2024","4","11","00:00","6.3","6.6","5.7","76","-","-","-","-","0","1006.8"
"Lappeenranta Lepola","2024","4","11","01:00","5.1","5.7","4.7","80","-","-","-","-","0","1006.7"
"Lappeenranta Lepola","2024","4","11","02:00","5","5.4","4.7","79","-","-","-","-","0","1007.1"
"Lappeenranta Lepola","2024","4","11","03:00","5.4","5.6","5.2","75","-","-","-","-","0","1008"
"Lappeenranta Lepola","2024","4","11","04:00","4.9","5.1","4.8","78","-","-","-","-","0","1008.9"
"Lappeenranta Lepola","2024","4","11","05:00","5.1","5.5","4.8","76","-","-","-","-","0","1009.5"
"Lappeenranta Lepola","2024","4","11","06:00","6.1","6.7","5.5","68","-","-","-","-","0","1010.1"
"Lappeenranta Lepola","2024","4","11","07:00","7.3","8","6.8","60","-","-","-","-","0","1010.7"
"Lappeenranta Lepola","2024","4","11","08:00","8.7","9.6","8","54","-","-","-","-","0","1011.3"
"Lappeenranta Lepola","2024","4","11","09:00","10","10.6","9.3","47","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","4","11","10:00","11.2","11.7","10.5","43","-","-","-","-","0","1011.5"
"Lappeenranta Lepola","2024","4","11","11:00","12.1","12.6","11.7","40","-","-","-","-","0","1011.7"
"Lappeenranta Lepola","2024","4","11","12:00","11.9","12.8","10.8","44","-","-","-","-","0","1011.7"
"Lappeenranta Lepola","2024","4","11","13:00","11","11.4","10.6","49","-","-","-","-","0","1011.6"
"Lappeenranta Lepola","2024","4","11","14:00","11","11.3","10.7","48","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","4","11","15:00","10","10.6","9.6","51","-","-","-","-","0","1011.4"
"Lappeenranta Lepola","2024","4","11","16:00","8.8","9.6","8","54","-","-","-","-","0","1011.3"
"Lappeenranta Lepola","2024","4","11","17:00","7","8","5.8","65","-","-","-","-","0","1011.1"
"Lappeenranta Lepola","2024","4","11","18:00","5.2","5.8","4.7","88","-","-","-","-","0.4","1010.7"
"Lappeenranta Lepola","2024","4","11","19:00","4.5","4.7","4.1","94","-","-","-","-","1","1009.4"
"Lappeenranta Lepola","2024","4","11","20:00","4","4.1","3.9","95","-","-","-","-","0.4","1007.7"
"Lappeenranta Lepola","2024","4","11","21:00","4.3","4.5","4.1","97","-","-","-","-","0.2","1006.2"
"Lappeenranta Lepola","2024","4","11","22:00","4.7","4.8","4.5","97","-","-","-","-","0.2","1005.1"
"Lappeenranta Lepola","2024","4","11","23:00","4.9","5","4.8","97","-","-","-","-","0.2","1004.6"
"Lappeenranta Lepola","2024","4","12","00:00","5","5","5","97","-","-","-","-","0.2","1004.3"
"Lappeenranta Lepola","2024","4","12","01:00","5","5.1","4.9","96","-","-","-","-","0","1004.2"
"Lappeenranta Lepola","2024","4","12","02:00","5.2","5.4","5.1","95","-","-","-","-","0","1004.3"
"Lappeenranta Lepola","2024","4","12","03:00","5.2","5.3","5.1","92","-","-","-","-","0","1004.9"
"Lappeenranta Lepola","2024","4","12","04:00","4.8","5.1","4.6","88","-","-","-","-","0","1005.7"
"Lappeenranta Lepola","2024","4","12","05:00","4.4","4.6","4","88","-","-","-","-","0","1006.7"
"Lappeenranta Lepola","2024","4","12","06:00","4.1","4.3","3.9","89","-","-","-","-","0","1007.5"
"Lappeenranta Lepola","2024","4","12","07:00","4","4.1","4","88","-","-","-","-","0","1008.2"
