"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","4","12","20:00","0.4","1.7","-0.1","0.5","81","0.7","279","1","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","12","21:00","-0.6","0","-1","0.3","87","0.7","181","0.6","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","12","22:00","-1.2","-1","-1.3","0.4","91","0.8","149","1.2","-","1012.1"
"Jyväskylä lentoasema AWOS","2024","4","12","23:00","-1.3","-1.1","-1.4","0.4","91","0.6","29","0.8","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","4","13","00:00","-1.4","-1.2","-1.5","0.5","92","0.8","285","1.1","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","4","13","01:00","-1.5","-1.4","-1.8","0.3","94","0.5","139","0.7","-","1011"
"Jyväskylä lentoasema AWOS","2024","4","13","02:00","-1.8","-1.6","-2","0.9","94","1.9","130","2.3","-","1010.4"
"Jyväskylä lentoasema AWOS","2024","4","13","03:00","-2","-1.3","-2.4","0.6","94","0.8","16","1.4","-","1010"
"Jyväskylä lentoasema AWOS","2024","4","13","04:00","-2.3","-1.8","-2.5","0.4","95","0.6","87","1.1","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","4","13","05:00","-0.7","1.2","-2","1.3","90","2","147","2.5","-","1009.3"
"Jyväskylä lentoasema AWOS","2024","4","13","06:00","2.7","4.3","1.3","2.2","80","2.6","147","3.7","-","1008.8"
"Jyväskylä lentoasema AWOS","2024","4","13","07:00","5.7","6.8","4.4","3.6","77","5.2","190","7.6","-","1008"
"Jyväskylä lentoasema AWOS","2024","4","13","08:00","6.2","7.3","5.5","4.4","80","5.3","220","7.4","-","1007.8"
"Jyväskylä lentoasema AWOS","2024","4","13","09:00","6.7","7.5","5.8","4.6","78","5.5","204","7.3","-","1007.4"
"Jyväskylä lentoasema AWOS","2024","4","13","10:00","8.5","9.6","7.2","4.1","71","4.4","207","6.7","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","4","13","11:00","10.3","11.2","9.4","4.2","62","4.7","240","6.9","-","1006.4"
"Jyväskylä lentoasema AWOS","2024","4","13","12:00","11.3","11.8","10.9","4.1","56","4.6","219","6.3","-","1005.8"
"Jyväskylä lentoasema AWOS","2024","4","13","13:00","12.2","13","11.5","4.1","53","4.6","228","7.5","-","1005.1"
"Jyväskylä lentoasema AWOS","2024","4","13","14:00","12.8","13.3","12.4","4.1","51","4.9","215","6.9","-","1004.2"
"Jyväskylä lentoasema AWOS","2024","4","13","15:00","13.1","13.7","12.2","4.1","50","5.1","208","7.5","-","1003.5"
"Jyväskylä lentoasema AWOS","2024","4","13","16:00","12.8","13.6","12.2","3.6","54","4.6","194","6.1","-","1002.9"
"Jyväskylä lentoasema AWOS","2024","4","13","17:00","11.5","12.2","10.1","3.8","63","5","217","7.5","-","1002.2"
"Jyväskylä lentoasema AWOS","2024","4","13","18:00","9.6","10.2","9.1","2.9","72","3.9","213","6.4","-","1002.1"
"Jyväskylä lentoasema AWOS","2024","4","13","19:00","8.7","9.1","8.2","3.3","77","5.1","215","7.4","-","1001.9"
"Jyväskylä lentoasema AWOS","2024","4","13","20:00","7.5","8.2","6.8","3.6","88","4.8","217","6.9","-","1001.6"
"Jyväskylä lentoasema AWOS","2024","4","13","21:00","6.5","6.8","6.3","3","94","3.6","227","6","-","1001.2"
"Jyväskylä lentoasema AWOS","2024","4","13","22:00","6.2","6.4","6","2.7","96","3.1","217","5.4","-","1000.6"
"Jyväskylä lentoasema AWOS","2024","4","13","23:00","6","6.1","5.9","3.4","96","4.3","228","6.8","-","999.8"
"Jyväskylä lentoasema AWOS","2024","4","14","00:00","5.9","6","5.6","3","92","3.8","237","7.1","-","999.2"
"Jyväskylä lentoasema AWOS","2024","4","14","01:00","5.6","6","5.3","3.7","88","5","256","8.2","-","999"
"Jyväskylä lentoasema AWOS","2024","4","14","02:00","5.1","5.4","4.9","3.3","88","3.7","257","5.6","-","998.8"
"Jyväskylä lentoasema AWOS","2024","4","14","03:00","4.7","5","4.3","2.8","90","3.1","246","4.5","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","14","04:00","3.9","4.3","3.6","4.1","92","4.9","243","8.2","-","998.3"
"Jyväskylä lentoasema AWOS","2024","4","14","05:00","3.7","3.8","3.6","3.8","93","5.1","242","6.6","-","998"
"Jyväskylä lentoasema AWOS","2024","4","14","06:00","3.7","3.9","3.6","3.6","93","4.6","233","7.6","-","997.7"
"Jyväskylä lentoasema AWOS","2024","4","14","07:00","4.1","4.4","3.8","3.6","90","4.2","227","6.2","-","997.1"
"Jyväskylä lentoasema AWOS","2024","4","14","08:00","5.2","6.4","4.3","2.6","84","3.4","239","5","-","996.5"
"Jyväskylä lentoasema AWOS","2024","4","14","09:00","7.2","8.5","6","1.6","76","2.4","213","4.7","-","995.9"
"Jyväskylä lentoasema AWOS","2024","4","14","10:00","8.6","9.6","7.2","1.5","69","2.2","179","3.6","-","995"
"Jyväskylä lentoasema AWOS","2024","4","14","11:00","9.8","11","8.9","2.3","59","3.1","128","4.9","-","994.3"
"Jyväskylä lentoasema AWOS","2024","4","14","12:00","10.9","11.9","10.2","1.7","48","2.5","146","4.1","-","993.4"
"Jyväskylä lentoasema AWOS","2024","4","14","13:00","10.9","11.8","10.3","2.1","54","2.9","149","5.3","-","992.7"
"Jyväskylä lentoasema AWOS","2024","4","14","14:00","11","11.6","10.5","2.8","50","3.5","97","4.8","-","992.1"
"Jyväskylä lentoasema AWOS","2024","4","14","15:00","11.3","11.8","11","3","45","3.5","73","5.1","-","991.6"
"Jyväskylä lentoasema AWOS","2024","4","14","16:00","11.1","11.4","11","3.2","42","3.9","77","5.4","-","991.3"
"Jyväskylä lentoasema AWOS","2024","4","14","17:00","10.3","11","9.4","3.6","44","4","20","6.1","-","991"
"Jyväskylä lentoasema AWOS","2024","4","14","18:00","8.5","9.5","7.5","2.5","51","3.3","9","4.4","-","991"
"Jyväskylä lentoasema AWOS","2024","4","14","19:00","6.7","7.5","4.9","2.4","58","2.6","359","3.2","-","991.1"
"Jyväskylä lentoasema AWOS","2024","4","14","20:00","3.8","5.3","2.7","2","73","2.4","11","3.7","-","991.5"
"Jyväskylä lentoasema AWOS","2024","4","14","21:00","2.8","4.3","1.7","1.6","81","1.9","3","3.4","-","991.7"
"Jyväskylä lentoasema AWOS","2024","4","14","22:00","2.6","3.6","1.2","2.3","84","3","354","4.1","-","991.8"
"Jyväskylä lentoasema AWOS","2024","4","14","23:00","2.4","2.9","1.5","1.8","85","2.6","351","3.4","-","991.9"
"Jyväskylä lentoasema AWOS","2024","4","15","00:00","1.8","2.4","0.5","2.3","86","2.6","340","4","-","991.8"
"Jyväskylä lentoasema AWOS","2024","4","15","01:00","2.5","2.7","2","2.5","77","2.7","352","4.3","-","991.8"
"Jyväskylä lentoasema AWOS","2024","4","15","02:00","2.5","2.6","2.3","3","77","3.8","347","6.9","-","991.9"
"Jyväskylä lentoasema AWOS","2024","4","15","03:00","2.6","2.8","2.3","3.7","80","4.2","341","5.8","-","991.9"
"Jyväskylä lentoasema AWOS","2024","4","15","04:00","2.7","2.8","2.5","3.4","82","4","341","6.4","-","992.1"
"Jyväskylä lentoasema AWOS","2024","4","15","05:00","2.9","3.2","2.6","3.2","84","4","334","5.6","-","992.4"
"Jyväskylä lentoasema AWOS","2024","4","15","06:00","3.4","3.7","3.2","4.5","84","5.1","337","7.3","-","992.6"
"Jyväskylä lentoasema AWOS","2024","4","15","07:00","4.4","5.3","3.7","5.1","80","5.9","342","8.2","-","992.8"
"Jyväskylä lentoasema AWOS","2024","4","15","08:00","5.1","5.5","4.7","5.4","76","5.9","335","8.7","-","993.4"
"Jyväskylä lentoasema AWOS","2024","4","15","09:00","5.2","5.7","4.8","5.8","77","6.2","328","8.1","-","994.1"
"Jyväskylä lentoasema AWOS","2024","4","15","10:00","4.8","5.4","4.3","5.6","80","6.1","338","8.2","-","994.9"
"Jyväskylä lentoasema AWOS","2024","4","15","11:00","5.6","7","4.9","5.9","72","6.8","337","9.6","-","995.5"
"Jyväskylä lentoasema AWOS","2024","4","15","12:00","6.7","7.5","6.3","6.9","65","8.5","342","11.8","-","995.7"
"Jyväskylä lentoasema AWOS","2024","4","15","13:00","6.5","6.9","6.2","5.8","65","7.1","344","9.2","-","996.2"
"Jyväskylä lentoasema AWOS","2024","4","15","14:00","6.1","6.4","5.7","5.1","66","5.9","338","8.6","-","996.6"
"Jyväskylä lentoasema AWOS","2024","4","15","15:00","5.8","6.2","5.3","5.3","67","5.6","340","8.5","-","997.2"
"Jyväskylä lentoasema AWOS","2024","4","15","16:00","4.9","5.4","4.5","5.7","73","6.5","340","8.9","-","997.7"
"Jyväskylä lentoasema AWOS","2024","4","15","17:00","4.2","4.6","3.9","3.7","79","5.3","346","6.4","-","998"
"Jyväskylä lentoasema AWOS","2024","4","15","18:00","3.6","3.9","3.5","4.1","83","4.8","343","7.4","-","998.2"
"Jyväskylä lentoasema AWOS","2024","4","15","19:00","3.4","3.6","3.3","3.7","86","4.4","332","5.7","-","998.4"
"Jyväskylä lentoasema AWOS","2024","4","15","20:00","3.2","3.4","3.1","3.4","88","4","331","5.4","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","15","21:00","3","3.1","3","2.9","90","3","340","4.3","-","998.6"
"Jyväskylä lentoasema AWOS","2024","4","15","22:00","2.7","2.9","2.6","2.8","93","3.1","337","4.4","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","15","23:00","2.7","2.8","2.6","2.4","93","3","327","4","-","998.7"
"Jyväskylä lentoasema AWOS","2024","4","16","00:00","2.6","3","2.4","1.9","89","2.5","310","3.5","-","998.6"
"Jyväskylä lentoasema AWOS","2024","4","16","01:00","2.4","2.6","2.2","2.7","92","3.1","317","4.3","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","16","02:00","2.2","2.3","2.1","2.9","92","3.3","325","4.5","-","998.4"
"Jyväskylä lentoasema AWOS","2024","4","16","03:00","2","2.3","1.4","3.1","90","3.5","332","4.7","-","998.4"
"Jyväskylä lentoasema AWOS","2024","4","16","04:00","1.5","1.7","1.2","3.2","91","3.4","327","4.9","-","998.4"
"Jyväskylä lentoasema AWOS","2024","4","16","05:00","2","2.2","1.8","3","89","3.3","335","5.1","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","16","06:00","2.2","2.3","2","3.4","88","3.8","341","5.8","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","16","07:00","2.5","3","2.1","3.5","86","4","342","5.5","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","16","08:00","3.5","4.1","2.8","3","80","3.5","4","5.4","-","998.5"
"Jyväskylä lentoasema AWOS","2024","4","16","09:00","4.5","5","4","3.2","72","3.7","348","5.1","-","998.8"
"Jyväskylä lentoasema AWOS","2024","4","16","10:00","5.1","5.9","4.6","3.8","69","4.6","318","7.5","-","998.9"
"Jyväskylä lentoasema AWOS","2024","4","16","11:00","5.1","5.6","4.7","4.4","70","5","328","6.4","-","999.1"
"Jyväskylä lentoasema AWOS","2024","4","16","12:00","5.2","6.5","4.4","4.1","72","5","359","7.5","-","999.5"
"Jyväskylä lentoasema AWOS","2024","4","16","13:00","4.7","5.6","3.7","3.8","79","4.8","12","6.5","-","999.7"
"Jyväskylä lentoasema AWOS","2024","4","16","14:00","4.7","5.5","4.3","4.1","74","5.1","6","7.1","-","999.8"
"Jyväskylä lentoasema AWOS","2024","4","16","15:00","4.3","4.6","3.9","3.6","79","4.1","15","5.7","-","1000"
"Jyväskylä lentoasema AWOS","2024","4","16","16:00","4.3","4.5","4.1","3.2","78","3.8","6","5.8","-","1000"
"Jyväskylä lentoasema AWOS","2024","4","16","17:00","4.3","4.5","4.1","2.8","77","3.2","358","4.4","-","1000.3"
"Jyväskylä lentoasema AWOS","2024","4","16","18:00","3.9","4.1","3.6","2.4","79","2.9","358","3.9","-","1000.7"
"Jyväskylä lentoasema AWOS","2024","4","16","19:00","3.3","3.6","2.9","2.4","85","3.2","13","4.1","-","1001"
"Jyväskylä lentoasema AWOS","2024","4","16","20:00","2.4","2.8","1.9","3.4","92","4.1","36","5.7","-","1001.3"
"Jyväskylä lentoasema AWOS","2024","4","16","21:00","1.7","1.9","1.4","2.9","92","3.3","38","4.9","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","4","16","22:00","1.1","1.4","0.8","2.7","92","3.3","23","4.7","-","1001.7"
"Jyväskylä lentoasema AWOS","2024","4","16","23:00","0.8","0.9","0.7","2.3","92","2.9","22","4.4","-","1001.9"
"Jyväskylä lentoasema AWOS","2024","4","17","00:00","0.6","0.8","0.4","2.6","89","3.4","26","5.3","-","1002.2"
"Jyväskylä lentoasema AWOS","2024","4","17","01:00","0.1","0.4","-0.1","3","89","3.4","32","5.6","-","1002.5"
"Jyväskylä lentoasema AWOS","2024","4","17","02:00","-0.2","-0.1","-0.4","3","86","3.6","38","5.9","-","1002.7"
"Jyväskylä lentoasema AWOS","2024","4","17","03:00","-0.8","-0.4","-1.2","3.7","88","4.1","43","6.3","-","1003.1"
"Jyväskylä lentoasema AWOS","2024","4","17","04:00","-1.3","-1.1","-1.5","3.8","88","4.4","45","6.5","-","1003.6"
"Jyväskylä lentoasema AWOS","2024","4","17","05:00","-1.7","-1.4","-1.9","4.3","89","4.9","46","6.9","-","1004.1"
"Jyväskylä lentoasema AWOS","2024","4","17","06:00","-1.9","-1.7","-2.1","3.9","85","4.4","41","6.5","-","1004.6"
"Jyväskylä lentoasema AWOS","2024","4","17","07:00","-2","-1.7","-2.3","4.6","82","5.3","51","7.6","-","1005"
"Jyväskylä lentoasema AWOS","2024","4","17","08:00","-2","-1.4","-2.4","4.7","74","5.7","51","8","-","1005.6"
"Jyväskylä lentoasema AWOS","2024","4","17","09:00","-1.6","-0.8","-2.4","5.3","66","6.2","56","9","-","1006"
"Jyväskylä lentoasema AWOS","2024","4","17","10:00","-1.5","-1","-1.9","4.6","67","5.2","27","7.2","-","1006.4"
"Jyväskylä lentoasema AWOS","2024","4","17","11:00","-1.4","-0.3","-1.8","4.7","65","5.7","37","8.2","-","1007.1"
"Jyväskylä lentoasema AWOS","2024","4","17","12:00","-1.3","-0.8","-1.6","4.9","68","5.3","45","7.7","-","1007.6"
"Jyväskylä lentoasema AWOS","2024","4","17","13:00","-1.4","-0.6","-1.8","4.8","74","5.5","47","7.6","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","4","17","14:00","-1.6","-1.4","-1.9","4.4","74","4.8","47","6.6","-","1008.7"
"Jyväskylä lentoasema AWOS","2024","4","17","15:00","-1.7","-1.5","-1.9","3.6","75","4.2","63","6","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","4","17","16:00","-2","-1.8","-2.2","2.9","84","3.9","49","4.8","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","4","17","17:00","-2","-1.9","-2.1","2.4","84","2.8","38","3.8","-","1009.9"
"Jyväskylä lentoasema AWOS","2024","4","17","18:00","-2.2","-2","-2.3","1.2","85","2","57","2.6","-","1010.5"
"Jyväskylä lentoasema AWOS","2024","4","17","19:00","-2.4","-2.1","-2.8","0.7","86","1","319","1.1","-","1010.9"
"Jyväskylä lentoasema AWOS","2024","4","17","20:00","-2.8","-2.6","-2.9","0.6","91","0.9","240","1","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","4","17","21:00","-2.7","-2.6","-2.8","0.8","90","1.2","205","1.6","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","4","17","22:00","-2.6","-2.5","-2.7","0.7","90","1.3","320","2.5","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","17","23:00","-3.1","-2.5","-4.1","0.4","94","0.7","23","0.9","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","4","18","00:00","-4.1","-3.9","-4.3","0.5","97","0.9","22","1.2","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","4","18","01:00","-4","-3.7","-4.3","0.6","80","1.1","41","1.6","-","1013.8"
"Jyväskylä lentoasema AWOS","2024","4","18","02:00","-4.8","-4.2","-5.2","1.3","78","1.8","61","2.9","-","1014.4"
"Jyväskylä lentoasema AWOS","2024","4","18","03:00","-5.3","-5.1","-5.4","1.9","75","2.3","62","3","-","1014.8"
"Jyväskylä lentoasema AWOS","2024","4","18","04:00","-5.5","-5.3","-5.6","1.8","75","2.1","50","2.9","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","4","18","05:00","-4.9","-4.4","-5.4","2","71","2.6","69","3.6","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","4","18","06:00","-4.2","-3.8","-4.5","2.3","65","2.8","66","4","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","4","18","07:00","-3.4","-2.5","-4","2.7","61","3.3","35","5.1","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","4","18","08:00","-2.2","-1.3","-3.1","3.8","56","4.6","28","6.7","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","4","18","09:00","-1.6","-0.9","-2.2","4.1","51","5","39","7.1","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","4","18","10:00","-0.8","0","-1.6","3.7","49","4.7","35","7.4","-","1016"
"Jyväskylä lentoasema AWOS","2024","4","18","11:00","0","0.7","-1","3.4","46","3.9","34","6.5","-","1016"
"Jyväskylä lentoasema AWOS","2024","4","18","12:00","0.5","1.3","-0.3","3.4","45","3.9","60","6.6","-","1016"
"Jyväskylä lentoasema AWOS","2024","4","18","13:00","0.8","1.7","0.1","3.3","44","4","64","6.4","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","4","18","14:00","1","1.8","0.4","3.5","43","4.2","64","6.8","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","4","18","15:00","1","1.8","0.6","3.6","43","4.5","78","7.2","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","4","18","16:00","0.8","1.1","0.5","3.5","43","4.3","85","5.8","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","4","18","17:00","0.4","0.7","0.1","3.3","45","3.8","74","5.8","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","4","18","18:00","-0.5","0.1","-1.3","2.7","49","3.1","68","4.4","-","1016.3"
"Jyväskylä lentoasema AWOS","2024","4","18","19:00","-1.6","-1.2","-2","2.2","54","2.5","80","3.4","-","1016.6"
"Jyväskylä lentoasema AWOS","2024","4","18","20:00","-2.3","-1.9","-3.4","2.2","57","3.5","95","4.7","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","4","18","21:00","-3.8","-3.2","-4.3","1.9","68","3.3","109","3.2","-","1017"
"Jyväskylä lentoasema AWOS","2024","4","18","22:00","-4.6","-4.2","-5.1","0.6","73","1.4","126","1.6","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","4","18","23:00","-5.3","-4.8","-6","0.8","76","0.9","21","1.2","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","4","19","00:00","-5.6","-5","-6.5","1.3","76","1.8","5","2","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","4","19","01:00","-5.5","-5.2","-5.7","1.9","72","2","25","2.5","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","4","19","02:00","-5.9","-5.6","-6.1","2","74","2.2","41","3.2","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","4","19","03:00","-6.1","-6","-6.2","1.8","75","2","27","2.8","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","4","19","04:00","-5.9","-5.8","-6.2","2.5","76","3.1","30","4.5","-","1015.3"
"Jyväskylä lentoasema AWOS","2024","4","19","05:00","-5.3","-4.7","-5.8","4","73","4.9","61","6.8","-","1015.1"
"Jyväskylä lentoasema AWOS","2024","4","19","06:00","-4.7","-4.4","-5","4.9","66","5.5","69","7.4","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","4","19","07:00","-4.3","-4","-4.6","5.2","64","5.7","60","7.7","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","4","19","08:00","-4.4","-4","-4.7","5.2","64","5.6","50","8.3","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","4","19","09:00","-4.1","-3.4","-4.7","5.1","62","6","46","8.3","-","1012.9"
"Jyväskylä lentoasema AWOS","2024","4","19","10:00","-3","-2.3","-4","5.7","58","6.2","46","8.8","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","19","11:00","-2.6","-1.6","-3.1","6.2","56","7.2","53","10","-","1011.4"
"Jyväskylä lentoasema AWOS","2024","4","19","12:00","-3.1","-2.5","-3.6","6.2","58","7.1","56","10.1","-","1010.9"
"Jyväskylä lentoasema AWOS","2024","4","19","13:00","-3.1","-2.8","-3.3","6.2","59","6.8","32","9.9","-","1010.3"
"Jyväskylä lentoasema AWOS","2024","4","19","14:00","-2.6","-2","-3.2","5.4","58","6.7","42","9.3","-","1009.9"
"Jyväskylä lentoasema AWOS","2024","4","19","15:00","-2.2","-2","-2.4","5.4","57","5.7","32","9.1","-","1009.3"
"Jyväskylä lentoasema AWOS","2024","4","19","16:00","-2.1","-1.9","-2.2","5.7","57","6.6","38","10.4","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","4","19","17:00","-2.2","-2","-2.3","5.8","57","6.8","37","10.9","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","4","19","18:00","-2.4","-2.3","-2.5","5.8","59","6.8","31","9.6","-","1007"
"Jyväskylä lentoasema AWOS","2024","4","19","19:00","-2.9","-2.6","-3.2","4.9","68","6.8","35","10","-","1006.5"
"Jyväskylä lentoasema AWOS","2024","4","19","20:00","-3","-2.7","-3.9","5.6","65","6.7","36","9.9","-","1005.9"
"Jyväskylä lentoasema AWOS","2024","4","19","21:00","-4.5","-3.9","-4.8","5.1","86","6.5","32","9.1","-","1005.7"
"Jyväskylä lentoasema AWOS","2024","4","19","22:00","-4.8","-4.8","-4.9","5","87","5.7","17","8.5","-","1005.2"
"Jyväskylä lentoasema AWOS","2024","4","19","23:00","-5.3","-4.9","-5.6","5.2","86","6.7","16","9.6","-","1004.7"
"Jyväskylä lentoasema AWOS","2024","4","20","00:00","-5.8","-5.6","-6","4.3","86","5.6","9","9.5","-","1004.5"
"Jyväskylä lentoasema AWOS","2024","4","20","01:00","-6.1","-6","-6.2","5","85","6.1","6","9.7","-","1004.4"
"Jyväskylä lentoasema AWOS","2024","4","20","02:00","-6.5","-6.2","-6.8","5.3","82","5.9","4","10.2","-","1004.3"
"Jyväskylä lentoasema AWOS","2024","4","20","03:00","-6.9","-6.8","-7","4.7","86","6.2","354","8","-","1004.1"
"Jyväskylä lentoasema AWOS","2024","4","20","04:00","-7","-6.9","-7","4.9","85","5.4","356","8.3","-","1004.1"
"Jyväskylä lentoasema AWOS","2024","4","20","05:00","-7","-6.9","-7.1","5.1","84","5.3","1","7.8","-","1004.3"
"Jyväskylä lentoasema AWOS","2024","4","20","06:00","-6.8","-6.5","-7","4.9","80","5.2","3","7.5","-","1004.6"
"Jyväskylä lentoasema AWOS","2024","4","20","07:00","-6.4","-6.1","-6.7","4.7","74","5.8","20","8.8","-","1005.2"
"Jyväskylä lentoasema AWOS","2024","4","20","08:00","-6.3","-6.1","-6.5","4.4","77","5.5","1","8.3","-","1005.9"
"Jyväskylä lentoasema AWOS","2024","4","20","09:00","-6.1","-6","-6.3","4.6","80","5.3","2","7.5","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","4","20","10:00","-5.8","-5.4","-6.2","4.3","78","5.3","360","7.1","-","1007.9"
"Jyväskylä lentoasema AWOS","2024","4","20","11:00","-5.6","-5.3","-6.1","4.4","77","4.9","1","6.6","-","1009"
"Jyväskylä lentoasema AWOS","2024","4","20","12:00","-5.7","-5.3","-6","3.3","78","4.2","29","5.3","-","1010.3"
