"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema AWOS","2024","4","4","20:00","1021.2","-","1","317","0.9","0.7","57","-8","-6.8","-7.4"
"Jyväskylä lentoasema AWOS","2024","4","4","21:00","1021.4","-","1","284","0.9","0.5","58","-8.7","-7.4","-8.1"
"Jyväskylä lentoasema AWOS","2024","4","4","22:00","1021.8","-","1.5","274","1.3","0.7","62","-10.5","-8.4","-9.4"
"Jyväskylä lentoasema AWOS","2024","4","4","23:00","1022.1","-","1.3","298","1.1","0.6","66","-11.7","-9.5","-10.2"
"Jyväskylä lentoasema AWOS","2024","4","5","00:00","1022.2","-","1.4","298","1.2","0.8","69","-11.7","-10.8","-11.3"
"Jyväskylä lentoasema AWOS","2024","4","5","01:00","1022.2","-","1.5","282","1.2","0.6","70","-11.6","-10.6","-11"
"Jyväskylä lentoasema AWOS","2024","4","5","02:00","1022","-","1.7","328","1.3","1","70","-11.6","-10","-10.7"
"Jyväskylä lentoasema AWOS","2024","4","5","03:00","1021.6","-","1.2","334","1","0.6","74","-10.2","-9.6","-9.8"
"Jyväskylä lentoasema AWOS","2024","4","5","04:00","1021.3","-","1.3","89","0.8","0.5","69","-9.7","-8.9","-9.4"
"Jyväskylä lentoasema AWOS","2024","4","5","05:00","1021","-","3","129","2.2","1.4","60","-9","-6.8","-8"
"Jyväskylä lentoasema AWOS","2024","4","5","06:00","1020.5","-","6.7","118","5","3.7","51","-6.8","-5.6","-6.2"
"Jyväskylä lentoasema AWOS","2024","4","5","07:00","1020.2","-","8.4","122","6.4","5.5","52","-5.6","-4.4","-5"
"Jyväskylä lentoasema AWOS","2024","4","5","08:00","1019.5","-","12.4","127","9.1","7.4","52","-4.5","-3.6","-4"
"Jyväskylä lentoasema AWOS","2024","4","5","09:00","1018.7","-","12.4","124","9.1","8.2","46","-3.6","-2.9","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","5","10:00","1017.9","-","13.2","127","10.2","8.9","45","-3.1","-2.6","-2.8"
"Jyväskylä lentoasema AWOS","2024","4","5","11:00","1017.2","-","12.4","123","10","8.5","47","-2.9","-2.5","-2.8"
"Jyväskylä lentoasema AWOS","2024","4","5","12:00","1016.5","-","12.4","121","9.5","8.3","51","-3","-2.4","-2.7"
"Jyväskylä lentoasema AWOS","2024","4","5","13:00","1015.5","-","13.6","119","9.7","8.3","51","-2.8","-2.4","-2.6"
"Jyväskylä lentoasema AWOS","2024","4","5","14:00","1014.6","-","13","117","9.8","8.1","53","-2.8","-2.3","-2.5"
"Jyväskylä lentoasema AWOS","2024","4","5","15:00","1014.3","-","11.3","122","8.4","7.6","68","-3.6","-2.7","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","5","16:00","1014.1","-","10.3","122","7.9","7.2","76","-4.1","-3.5","-3.8"
"Jyväskylä lentoasema AWOS","2024","4","5","17:00","1013.7","-","9.4","111","7.6","5.4","80","-4.1","-4","-4.1"
"Jyväskylä lentoasema AWOS","2024","4","5","18:00","1012.8","-","8.8","108","6.1","5.1","80","-4.2","-4.1","-4.1"
"Jyväskylä lentoasema AWOS","2024","4","5","19:00","1012.2","-","7.3","101","4.7","4.3","82","-4.3","-4.1","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","5","20:00","1011.6","-","7.1","104","4.7","4","83","-4.3","-4.3","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","5","21:00","1010.7","-","6.2","109","4.4","3.9","85","-4.5","-4.3","-4.4"
"Jyväskylä lentoasema AWOS","2024","4","5","22:00","1010","-","5.9","110","4.4","3","86","-4.5","-4.4","-4.4"
"Jyväskylä lentoasema AWOS","2024","4","5","23:00","1009.6","-","3.9","97","2.5","1.9","87","-4.4","-4.3","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","6","00:00","1009.2","-","2.4","74","1.9","1.5","87","-4.3","-4.2","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","6","01:00","1009","-","2","62","1.6","1.3","88","-4.3","-4.2","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","6","02:00","1008.6","-","1.9","60","1.4","1.2","90","-4.3","-4.2","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","6","03:00","1008.4","-","1.4","51","1","0.7","94","-4.4","-4.3","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","6","04:00","1008.4","-","1.1","335","0.8","0.7","97","-4.4","-4.2","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","6","05:00","1008.3","-","1.6","322","1.3","0.8","98","-4.3","-4","-4.1"
"Jyväskylä lentoasema AWOS","2024","4","6","06:00","1008.3","-","3.1","321","2.4","1.9","96","-4.1","-3.7","-3.9"
"Jyväskylä lentoasema AWOS","2024","4","6","07:00","1008.6","-","5.3","322","4","3.1","88","-3.8","-2.8","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","6","08:00","1009","-","4.9","327","3.7","3.2","81","-2.8","-2.3","-2.6"
"Jyväskylä lentoasema AWOS","2024","4","6","09:00","1009.6","-","5.3","328","3.6","3.3","79","-2.4","-2.1","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","6","10:00","1010.1","-","6.4","313","4.6","3.9","76","-2.2","-1.8","-2"
"Jyväskylä lentoasema AWOS","2024","4","6","11:00","1010.5","-","6.6","317","4.7","4.2","71","-1.9","-1.5","-1.7"
"Jyväskylä lentoasema AWOS","2024","4","6","12:00","1010.9","-","6.7","303","4.9","4.3","69","-1.7","-1","-1.4"
"Jyväskylä lentoasema AWOS","2024","4","6","13:00","1011.5","-","7.1","321","4.6","3.6","65","-1.4","-0.4","-0.9"
"Jyväskylä lentoasema AWOS","2024","4","6","14:00","1012","-","6.5","334","4.2","3.7","61","-0.7","0","-0.3"
"Jyväskylä lentoasema AWOS","2024","4","6","15:00","1012.4","-","6.6","325","4.7","4","58","-0.3","0.3","0"
"Jyväskylä lentoasema AWOS","2024","4","6","16:00","1012.7","-","6.1","322","3.8","2.8","57","-0.4","0.2","0"
"Jyväskylä lentoasema AWOS","2024","4","6","17:00","1013.2","-","3.8","345","3.1","2.3","59","-1","0","-0.4"
"Jyväskylä lentoasema AWOS","2024","4","6","18:00","1013.9","-","1.9","316","1.7","1.2","68","-3.4","-0.8","-2.3"
"Jyväskylä lentoasema AWOS","2024","4","6","19:00","1014.5","-","1","227","0.9","0.3","74","-4.7","-3.1","-3.9"
"Jyväskylä lentoasema AWOS","2024","4","6","20:00","1014.9","-","0.7","169","0.6","0.4","85","-5.9","-4.8","-5.3"
"Jyväskylä lentoasema AWOS","2024","4","6","21:00","1014.9","-","0.6","353","0.4","0.3","89","-6.9","-5.7","-6.5"
"Jyväskylä lentoasema AWOS","2024","4","6","22:00","1015.2","-","0.8","191","0.6","0.4","88","-8","-6.9","-7.5"
"Jyväskylä lentoasema AWOS","2024","4","6","23:00","1015.6","-","0.8","325","0.7","0.4","92","-8.8","-7.7","-8.4"
"Jyväskylä lentoasema AWOS","2024","4","7","00:00","1015.6","-","1.1","278","0.9","0.6","90","-9.1","-8.5","-8.8"
"Jyväskylä lentoasema AWOS","2024","4","7","01:00","1015.8","-","1.7","125","1.4","0.7","91","-9.6","-8.7","-9.3"
"Jyväskylä lentoasema AWOS","2024","4","7","02:00","1015.5","-","1.7","119","1.6","0.9","89","-9","-7.8","-8.4"
"Jyväskylä lentoasema AWOS","2024","4","7","03:00","1015.2","-","4.2","163","3.1","1.9","89","-8.5","-6.6","-7.7"
"Jyväskylä lentoasema AWOS","2024","4","7","04:00","1014.3","-","3.8","163","2.9","2.5","87","-6.3","-5.2","-5.7"
"Jyväskylä lentoasema AWOS","2024","4","7","05:00","1013.8","-","5.1","150","3.9","3.1","86","-5.3","-3.2","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","7","06:00","1012.7","-","5.2","155","3.9","3.6","83","-3.2","-2.1","-2.5"
"Jyväskylä lentoasema AWOS","2024","4","7","07:00","1011.1","-","7.6","157","5.3","4.8","86","-2.1","-1.6","-1.9"
"Jyväskylä lentoasema AWOS","2024","4","7","08:00","1009.4","-","10.1","160","7.4","6.1","90","-1.6","-1","-1.3"
"Jyväskylä lentoasema AWOS","2024","4","7","09:00","1008.5","-","9.7","168","6.7","5.5","94","-1.1","-0.2","-0.5"
"Jyväskylä lentoasema AWOS","2024","4","7","10:00","1007.3","-","10.8","172","6.5","5.9","95","-0.2","0.1","0"
"Jyväskylä lentoasema AWOS","2024","4","7","11:00","1006.3","-","10.5","176","7","6.4","94","0.1","0.4","0.3"
"Jyväskylä lentoasema AWOS","2024","4","7","12:00","1005.5","-","8.4","169","6","5","95","0.4","0.5","0.4"
"Jyväskylä lentoasema AWOS","2024","4","7","13:00","1004.1","-","8","170","5.2","4.6","96","0.5","1","0.7"
"Jyväskylä lentoasema AWOS","2024","4","7","14:00","1002.8","-","7","166","4.9","4.3","96","1","1.9","1.5"
"Jyväskylä lentoasema AWOS","2024","4","7","15:00","1001.4","-","7.5","162","4.5","3.7","96","1.9","2.5","2.1"
"Jyväskylä lentoasema AWOS","2024","4","7","16:00","1000.1","-","7.6","170","4.7","3.7","97","2.2","2.9","2.5"
"Jyväskylä lentoasema AWOS","2024","4","7","17:00","999.6","-","9.3","196","4.8","4.4","96","2.9","4","3.6"
"Jyväskylä lentoasema AWOS","2024","4","7","18:00","999.5","-","8.7","207","5.1","4.4","96","4","4.6","4.4"
"Jyväskylä lentoasema AWOS","2024","4","7","19:00","999.7","-","8.8","217","5.5","4.7","96","4.5","5.3","4.9"
"Jyväskylä lentoasema AWOS","2024","4","7","20:00","999.4","-","11.2","224","6.2","5.3","94","5.2","6.6","5.9"
"Jyväskylä lentoasema AWOS","2024","4","7","21:00","999.4","-","10.3","232","6.1","5.4","92","6.3","6.8","6.5"
"Jyväskylä lentoasema AWOS","2024","4","7","22:00","999.5","-","11","240","7","6.3","90","6.4","6.8","6.6"
"Jyväskylä lentoasema AWOS","2024","4","7","23:00","999.6","-","9.8","244","6","5.5","89","5.8","6.6","6.2"
"Jyväskylä lentoasema AWOS","2024","4","8","00:00","999.9","-","10.5","245","5.9","5.2","89","5.4","6.1","5.8"
"Jyväskylä lentoasema AWOS","2024","4","8","01:00","1000.4","-","9.7","253","5.9","5.3","89","5.2","5.9","5.5"
"Jyväskylä lentoasema AWOS","2024","4","8","02:00","1001","-","8.7","256","5.4","4.5","89","4.7","5.3","5"
"Jyväskylä lentoasema AWOS","2024","4","8","03:00","1001.9","-","9.4","255","5.1","4.7","89","4.3","5","4.6"
"Jyväskylä lentoasema AWOS","2024","4","8","04:00","1003","-","7.3","255","4.4","3.5","89","3.9","4.7","4.3"
"Jyväskylä lentoasema AWOS","2024","4","8","05:00","1003.7","-","7.2","243","4.3","3.9","87","4.1","4.5","4.3"
"Jyväskylä lentoasema AWOS","2024","4","8","06:00","1004.3","-","6.5","232","4.2","3.8","83","4.6","5.3","4.9"
"Jyväskylä lentoasema AWOS","2024","4","8","07:00","1004.9","-","7.1","225","3.9","3.5","80","5.3","6","5.6"
"Jyväskylä lentoasema AWOS","2024","4","8","08:00","1005.6","-","7.5","230","4.7","3.7","77","5.9","7","6.4"
"Jyväskylä lentoasema AWOS","2024","4","8","09:00","1006.1","-","7.9","220","5.4","4.6","72","7.1","8.2","7.6"
"Jyväskylä lentoasema AWOS","2024","4","8","10:00","1006.3","-","8.3","213","5.6","4.9","67","7.8","9.3","8.7"
"Jyväskylä lentoasema AWOS","2024","4","8","11:00","1006.3","-","9.5","223","5.7","5.1","62","8.9","10.1","9.4"
"Jyväskylä lentoasema AWOS","2024","4","8","12:00","1006.8","-","7.6","214","5.3","3.9","65","8.6","9.4","9"
"Jyväskylä lentoasema AWOS","2024","4","8","13:00","1006.5","-","7.9","207","4.5","3.5","63","9.3","10","9.7"
"Jyväskylä lentoasema AWOS","2024","4","8","14:00","1006.3","-","6.3","214","4.2","2.8","72","8.4","9.8","9"
"Jyväskylä lentoasema AWOS","2024","4","8","15:00","1006.4","-","6.5","222","3.9","3","83","7.7","8.5","8.2"
"Jyväskylä lentoasema AWOS","2024","4","8","16:00","1006.2","-","6.5","220","4.1","3.4","90","7.4","8.1","7.7"
"Jyväskylä lentoasema AWOS","2024","4","8","17:00","1006.2","-","6","237","4.1","3.2","85","7.2","8.2","7.7"
"Jyväskylä lentoasema AWOS","2024","4","8","18:00","1006.9","-","5.6","255","3.7","3","86","6.5","7.3","6.9"
"Jyväskylä lentoasema AWOS","2024","4","8","19:00","1007.4","-","4.6","242","3.2","2","88","5.9","6.7","6.2"
"Jyväskylä lentoasema AWOS","2024","4","8","20:00","1007.7","-","3.5","225","2","1.7","92","4.2","6.3","5.5"
"Jyväskylä lentoasema AWOS","2024","4","8","21:00","1008.4","-","4.2","250","2","1.5","97","1.3","4.6","3.2"
"Jyväskylä lentoasema AWOS","2024","4","8","22:00","1009.3","-","2.9","217","2.1","1.3","99","0.6","2.8","1.5"
"Jyväskylä lentoasema AWOS","2024","4","8","23:00","1009.7","-","3.9","228","2.6","2","99","0","1.9","1"
"Jyväskylä lentoasema AWOS","2024","4","9","00:00","1010","-","3.1","188","2.1","1.6","99","-0.9","0.5","-0.2"
"Jyväskylä lentoasema AWOS","2024","4","9","01:00","1010.4","-","4.6","230","2.9","1.3","99","0.2","1.7","0.8"
"Jyväskylä lentoasema AWOS","2024","4","9","02:00","1010.7","-","2.2","272","2.6","0.9","100","0.6","1.9","1.1"
"Jyväskylä lentoasema AWOS","2024","4","9","03:00","1011.3","-","2.1","184","1.5","1.2","100","0.3","1.2","0.7"
"Jyväskylä lentoasema AWOS","2024","4","9","04:00","1011.4","-","1.5","161","1","0.7","100","0.4","1.2","0.6"
"Jyväskylä lentoasema AWOS","2024","4","9","05:00","1011.7","-","2.2","130","2","1.6","100","0.5","1.1","0.8"
"Jyväskylä lentoasema AWOS","2024","4","9","06:00","1012","-","1.9","145","1.5","1.1","100","1.1","1.7","1.3"
"Jyväskylä lentoasema AWOS","2024","4","9","07:00","1012.4","-","2.2","139","1.7","1.4","99","1.7","3.7","2.8"
"Jyväskylä lentoasema AWOS","2024","4","9","08:00","1012.6","-","2.4","110","2","1.6","98","3.4","5","4"
"Jyväskylä lentoasema AWOS","2024","4","9","09:00","1012.6","-","3.5","125","3","2.5","87","5.1","7.6","6.3"
"Jyväskylä lentoasema AWOS","2024","4","9","10:00","1012.4","-","4.9","123","3.4","3.1","75","7.3","9.8","8.5"
"Jyväskylä lentoasema AWOS","2024","4","9","11:00","1012.3","-","5","131","4.1","3.5","67","9.7","10.9","10.2"
"Jyväskylä lentoasema AWOS","2024","4","9","12:00","1012.2","-","5.6","208","4.1","2.8","58","10.8","12.4","11.7"
"Jyväskylä lentoasema AWOS","2024","4","9","13:00","1012.2","-","6.4","211","4.4","3.2","54","11.8","13.1","12.3"
"Jyväskylä lentoasema AWOS","2024","4","9","14:00","1012.3","-","6.2","221","3.8","3.1","51","12","12.9","12.4"
"Jyväskylä lentoasema AWOS","2024","4","9","15:00","1012.3","-","5.3","217","3.6","3.1","51","11.8","13.4","12.8"
"Jyväskylä lentoasema AWOS","2024","4","9","16:00","1012.6","-","4.8","155","3.8","2.8","58","11.3","12.4","11.9"
"Jyväskylä lentoasema AWOS","2024","4","9","17:00","1012.6","-","4.2","156","3.6","2.9","62","10","11.4","10.7"
"Jyväskylä lentoasema AWOS","2024","4","9","18:00","1013.2","-","3.1","175","2.6","1.6","73","4.9","10.8","8"
"Jyväskylä lentoasema AWOS","2024","4","9","19:00","1013.9","-","0.8","301","0.7","0.4","87","2.9","5.2","4.1"
"Jyväskylä lentoasema AWOS","2024","4","9","20:00","1014.1","-","0.8","147","0.6","0.4","90","1.4","3.6","2.5"
"Jyväskylä lentoasema AWOS","2024","4","9","21:00","1014.2","-","1.2","60","0.9","0.5","94","1.2","1.8","1.5"
"Jyväskylä lentoasema AWOS","2024","4","9","22:00","1014.4","-","1","12","0.7","0.4","95","-0.1","1.1","0.7"
"Jyväskylä lentoasema AWOS","2024","4","9","23:00","1014.3","-","1.6","296","1","0.6","94","-0.3","0.8","0.2"
"Jyväskylä lentoasema AWOS","2024","4","10","00:00","1014.3","-","1.2","26","0.6","0.4","96","-0.7","-0.1","-0.4"
"Jyväskylä lentoasema AWOS","2024","4","10","01:00","1014.1","-","0.9","68","0.5","0.4","96","-0.6","0.1","-0.3"
"Jyväskylä lentoasema AWOS","2024","4","10","02:00","1014.2","-","1.3","121","1","0.6","96","-0.5","0","-0.3"
"Jyväskylä lentoasema AWOS","2024","4","10","03:00","1013.7","-","1.3","163","1","0.5","97","-0.5","-0.1","-0.2"
"Jyväskylä lentoasema AWOS","2024","4","10","04:00","1013.3","-","1.7","333","1.2","0.6","99","-0.5","0.3","-0.1"
"Jyväskylä lentoasema AWOS","2024","4","10","05:00","1012.6","-","3.1","148","2.8","2.1","98","-0.3","0.8","0.2"
"Jyväskylä lentoasema AWOS","2024","4","10","06:00","1011.7","-","3.8","156","3","2.4","98","0.8","3.3","2.1"
"Jyväskylä lentoasema AWOS","2024","4","10","07:00","1009.9","-","5.8","144","4.3","3.5","96","2.3","5.8","4.3"
"Jyväskylä lentoasema AWOS","2024","4","10","08:00","1008.6","-","7.7","143","6","4.5","87","5.8","8.1","7.1"
"Jyväskylä lentoasema AWOS","2024","4","10","09:00","1007","-","7.9","148","6","5.4","81","7.9","10.1","8.8"
"Jyväskylä lentoasema AWOS","2024","4","10","10:00","1005.4","-","8.3","148","5.9","4.9","78","9.9","11.9","10.9"
"Jyväskylä lentoasema AWOS","2024","4","10","11:00","1003.8","-","11.7","160","8.2","6.4","74","11.9","12.8","12.4"
"Jyväskylä lentoasema AWOS","2024","4","10","12:00","1003.7","-","10.5","177","7.2","6.1","74","12.2","12.7","12.5"
"Jyväskylä lentoasema AWOS","2024","4","10","13:00","1003.5","-","9.9","177","6.1","4.7","78","11.1","12.2","11.7"
"Jyväskylä lentoasema AWOS","2024","4","10","14:00","1003.5","-","7.3","192","4.8","3.9","79","10.9","12.6","11.6"
"Jyväskylä lentoasema AWOS","2024","4","10","15:00","1003.8","-","11.1","240","7","5.9","70","10.6","12.5","11.4"
"Jyväskylä lentoasema AWOS","2024","4","10","16:00","1004","-","10.6","229","6.1","3.8","64","10.1","10.8","10.4"
"Jyväskylä lentoasema AWOS","2024","4","10","17:00","1003.4","-","5","198","2.8","2.3","67","9.2","10.2","9.8"
"Jyväskylä lentoasema AWOS","2024","4","10","18:00","1002.8","-","8.9","199","5.1","3.7","64","9.4","9.9","9.7"
"Jyväskylä lentoasema AWOS","2024","4","10","19:00","1002.3","-","9.4","201","6.2","5.1","67","8.6","9.4","8.9"
"Jyväskylä lentoasema AWOS","2024","4","10","20:00","1002.1","-","9.3","212","6.1","4.9","72","7.7","8.7","8.1"
"Jyväskylä lentoasema AWOS","2024","4","10","21:00","1001.8","-","10.9","215","6.1","5.1","76","7.1","7.8","7.3"
"Jyväskylä lentoasema AWOS","2024","4","10","22:00","1001.6","-","10.2","221","6.6","4.8","85","5.6","7.1","6.2"
"Jyväskylä lentoasema AWOS","2024","4","10","23:00","1001.5","-","8.2","222","5","4.4","90","5.1","5.7","5.4"
"Jyväskylä lentoasema AWOS","2024","4","11","00:00","1001.7","-","10","230","6.1","5.3","92","4.8","5.2","5.1"
"Jyväskylä lentoasema AWOS","2024","4","11","01:00","1002.5","-","10.8","247","6.4","5.6","92","4.6","5.1","4.8"
"Jyväskylä lentoasema AWOS","2024","4","11","02:00","1003.3","-","10.3","250","6.4","5.7","88","3.8","4.6","4.3"
"Jyväskylä lentoasema AWOS","2024","4","11","03:00","1004.3","-","9.6","253","6.3","5","85","3.3","3.8","3.6"
"Jyväskylä lentoasema AWOS","2024","4","11","04:00","1005.2","-","10.1","255","5.9","5.1","84","3.1","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","4","11","05:00","1005.9","-","10.8","259","6.7","5.8","80","3","4.1","3.6"
"Jyväskylä lentoasema AWOS","2024","4","11","06:00","1006.6","-","12.5","259","6.9","5.8","73","4.1","5.1","4.6"
"Jyväskylä lentoasema AWOS","2024","4","11","07:00","1007.3","-","12.6","264","7.7","6.8","65","5.2","6.3","5.7"
"Jyväskylä lentoasema AWOS","2024","4","11","08:00","1007.9","-","13.6","255","7.9","7","58","6.2","7.2","6.7"
"Jyväskylä lentoasema AWOS","2024","4","11","09:00","1008.3","-","13.7","256","8.5","7.6","53","7.1","8","7.4"
"Jyväskylä lentoasema AWOS","2024","4","11","10:00","1008.5","-","13.7","250","8.4","7.4","49","7.7","9","8.2"
"Jyväskylä lentoasema AWOS","2024","4","11","11:00","1008.2","-","13.2","246","8.4","7.3","43","8.9","9.9","9.5"
"Jyväskylä lentoasema AWOS","2024","4","11","12:00","1008.3","-","12.4","246","8.1","7.1","40","9.6","10.4","10"
"Jyväskylä lentoasema AWOS","2024","4","11","13:00","1008.3","-","14.9","245","9","7.9","41","10","10.7","10.3"
"Jyväskylä lentoasema AWOS","2024","4","11","14:00","1008.1","-","13.6","235","9.6","7.3","43","9.5","10.4","10"
"Jyväskylä lentoasema AWOS","2024","4","11","15:00","1008","-","14.3","239","9.1","6.9","45","8.6","9.6","9.1"
"Jyväskylä lentoasema AWOS","2024","4","11","16:00","1007.7","-","8.8","241","5.4","4.7","53","6.9","8.6","8"
"Jyväskylä lentoasema AWOS","2024","4","11","17:00","1007.6","-","9.2","231","6.4","4.2","76","4.8","6.8","5.6"
"Jyväskylä lentoasema AWOS","2024","4","11","18:00","1006.7","-","4.2","198","2.4","1.7","89","4.1","4.8","4.4"
"Jyväskylä lentoasema AWOS","2024","4","11","19:00","1005.8","-","5.2","169","2.3","1.8","96","3.8","4.1","4"
"Jyväskylä lentoasema AWOS","2024","4","11","20:00","1005.1","-","4.8","209","3.3","2.7","94","3.4","4","3.8"
"Jyväskylä lentoasema AWOS","2024","4","11","21:00","1004.4","-","4.7","223","2.9","2","95","3","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","4","11","22:00","1003.9","-","3.3","232","2.1","1.6","96","2.8","3.2","3"
"Jyväskylä lentoasema AWOS","2024","4","11","23:00","1003.6","-","2.4","208","1.3","1.1","97","2.8","2.9","2.9"
"Jyväskylä lentoasema AWOS","2024","4","12","00:00","1003.6","-","4.4","248","2.4","1.8","97","2.8","3.2","2.9"
"Jyväskylä lentoasema AWOS","2024","4","12","01:00","1004","-","6.8","282","3.8","3.3","95","3.2","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","4","12","02:00","1004.8","-","8.7","291","5.4","4.6","94","3","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","4","12","03:00","1005.7","-","8","297","4.9","4.1","93","2.6","3","2.8"
"Jyväskylä lentoasema AWOS","2024","4","12","04:00","1006.7","-","7.6","288","5.2","4.3","93","2.4","2.7","2.5"
"Jyväskylä lentoasema AWOS","2024","4","12","05:00","1007.7","-","8.2","283","5.9","5.1","93","2.5","2.8","2.6"
"Jyväskylä lentoasema AWOS","2024","4","12","06:00","1008.2","-","8","281","5.2","4.6","91","2.7","3.3","2.9"
"Jyväskylä lentoasema AWOS","2024","4","12","07:00","1009.2","-","6.8","286","5.2","4.5","85","3.2","4.3","3.6"
"Jyväskylä lentoasema AWOS","2024","4","12","08:00","1010.2","-","8.4","284","5.9","5.2","74","4","5.7","4.7"
"Jyväskylä lentoasema AWOS","2024","4","12","09:00","1010.8","-","11.2","289","7.1","5.9","63","5.1","6.8","5.7"
"Jyväskylä lentoasema AWOS","2024","4","12","10:00","1011.2","-","11.4","306","7.2","6.7","55","6.1","8","7"
"Jyväskylä lentoasema AWOS","2024","4","12","11:00","1011.8","-","10.9","312","7.4","6.9","49","7.4","8.9","7.9"
"Jyväskylä lentoasema AWOS","2024","4","12","12:00","1012.3","-","9.6","311","6.9","5.5","45","8","9.6","8.8"
